cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Hodgkin lymphoma",131,0,1,1,1,12,1,0,90,33,3,.69,.562,"Solomon Islands",19,"Melanesia"
"NHL",131,0,1,1,1,13,1,0,728,34,164,4.26,.381,"South Sudan",1,"Eastern Africa"
"Mesothelioma",131,1,1,1,1,14,1,0,600,18,1,.03,.731,"Paraguay",8,"South America"
"Prostate",131,1,1,1,1,15,1,0,504,27,4935,23.56,.698,"Morocco",3,"Northern Africa"
"Kaposi sarcoma",131,1,1,2,3,16,1,0,804,19,24,.07,.734,"Ukraine",14,"Eastern Europe"
"Nasopharynx",131,2,1,2,3,17,1,0,688,4,30,.44,.805,"Serbia",16,"Southern Europe"
"Oesophagus",131,1,1,2,3,18,1,0,84,6,3,1.95,.7,"Belize",7,"Central America"
"Liver",131,3,1,2,3,19,1,0,554,11,238,5.6,.939,"New Zealand",18,"Australia/New Zealand"
"Gallbladder",131,3,1,2,2,20,1,0,208,12,24,.27,.952,"Denmark",15,"Northern Europe"
"Stomach",131,3,1,2,2,21,1,0,840,7,15393,5.08,.927,"United States of America",9,"Northern America"
"Hypopharynx",131,3,1,2,2,22,1,0,682,5,20,.13,.875,"Saudi Arabia",13,"Western Asia"
"Penis",131,3,1,2,2,23,1,0,376,26,9,.14,.915,"Israel",13,"Western Asia"
"Larynx",131,0,1,2,2,24,1,0,834,14,223,1.98,.532,"Tanzania, United Republic of",1,"Eastern Africa"
"Lip, oral cavity",131,0,1,2,2,25,1,0,478,1,26,1.74,.54,"Mauritania",5,"Western Africa"
"Oropharynx",131,0,1,2,2,26,1,0,706,3,16,.41,.38,"Somalia",1,"Eastern Africa"
"Salivary glands",131,1,1,2,2,27,1,0,558,2,13,.43,.669,"Nicaragua",7,"Central America"
"Bladder",132,0,1,1,1,1,1,0,332,30,142,3.23,.552,"Haiti",6,"Caribbean"
"Leukaemia",132,1,1,1,1,2,1,0,516,36,35,4.05,.61,"Namibia",4,"Southern Africa"
"Colorectum",132,0,1,1,1,3,1,0,566,8,4507,8.63,.548,"Nigeria",5,"Western Africa"
"Pancreas",132,3,1,1,1,4,1,0,784,13,54,2.4,.937,"United Arab Emirates",13,"Western Asia"
"Testis",132,3,1,1,1,5,1,0,634,28,19,.45,.875,"Qatar",13,"Western Asia"
"Melanoma of skin",132,0,1,1,1,6,1,0,232,16,4,.4,.493,"Eritrea",1,"Eastern Africa"
"Lung",132,1,1,1,1,7,1,0,762,15,219,7.05,.679,"Tajikistan",12,"South Central Asia"
"Multiple myeloma",132,1,1,1,1,8,1,0,608,35,435,.97,.71,"Philippines",11,"South-Eastern Asia"
"Brain, CNS",132,0,1,1,1,9,1,0,800,31,228,1.83,.55,"Uganda",1,"Eastern Africa"
"Kidney",132,0,1,1,1,10,1,0,854,29,155,1.72,.438,"Burkina Faso",5,"Western Africa"
"Thyroid",132,0,1,1,1,11,1,0,728,32,27,.87,.381,"South Sudan",1,"Eastern Africa"
"Hodgkin lymphoma",132,1,1,1,1,12,1,0,496,33,10,.69,.741,"Mongolia",10,"Eastern Asia"
"NHL",132,0,1,1,1,13,1,0,104,34,1058,4.17,.608,"Myanmar",11,"South-Eastern Asia"
"Mesothelioma",132,0,1,1,1,14,1,0,706,18,1,.03,.38,"Somalia",1,"Eastern Africa"
"Prostate",132,0,1,1,1,15,1,0,728,27,591,22,.381,"South Sudan",1,"Eastern Africa"
"Kaposi sarcoma",132,1,1,2,3,16,1,0,360,19,88,.06,.713,"Indonesia",11,"South-Eastern Asia"
"Nasopharynx",132,3,1,2,3,17,1,0,32,4,111,.41,.849,"Argentina",8,"South America"
"Oesophagus",132,2,1,2,3,18,1,0,268,6,59,1.93,.814,"Georgia",13,"Western Asia"
"Liver",132,0,1,2,3,19,1,0,4,11,524,5.53,.462,"Afghanistan",12,"South Central Asia"
"Gallbladder",132,1,1,2,2,20,1,0,328,12,1,.27,.742,"Guyana",8,"South America"
"Stomach",132,3,1,2,2,21,1,0,246,7,339,5.02,.942,"Finland",15,"Northern Europe"
"Hypopharynx",132,2,1,2,2,22,1,0,218,5,12,.12,.765,"Ecuador",8,"South America"
"Penis",132,1,1,2,2,23,1,0,266,26,1,.13,.693,"Gabon",2,"Middle Africa"
"Larynx",132,2,1,2,2,24,1,0,512,14,40,1.97,.819,"Oman",13,"Western Asia"
"Lip, oral cavity",132,3,1,2,2,25,1,0,784,1,63,1.72,.937,"United Arab Emirates",13,"Western Asia"
"Oropharynx",132,0,1,2,2,26,1,0,728,3,13,.41,.381,"South Sudan",1,"Eastern Africa"
"Salivary glands",132,1,1,2,2,27,1,0,860,2,63,.43,.727,"Uzbekistan",12,"South Central Asia"
"Bladder",133,0,1,1,1,1,1,0,232,30,34,3.2,.493,"Eritrea",1,"Eastern Africa"
"Leukaemia",133,0,1,1,1,2,1,0,586,36,4539,3.97,.54,"Pakistan",12,"South Central Asia"
"Colorectum",133,1,1,1,1,3,1,0,266,8,65,8.15,.693,"Gabon",2,"Middle Africa"
"Pancreas",133,1,1,1,1,4,1,0,360,13,3156,2.36,.713,"Indonesia",11,"South-Eastern Asia"
"Testis",133,0,1,1,1,5,1,0,800,28,63,.45,.55,"Uganda",1,"Eastern Africa"
"Melanoma of skin",133,1,1,1,1,6,1,0,368,16,50,.4,.673,"Iraq",13,"Western Asia"
"Lung",133,2,1,1,1,7,1,0,512,15,124,6.96,.819,"Oman",13,"Western Asia"
"Multiple myeloma",133,2,1,1,1,8,1,0,807,35,17,.92,.765,"North Macedonia",16,"Southern Europe"
"Brain, CNS",133,2,1,1,1,9,1,0,44,31,4,1.72,.82,"Bahamas",6,"Caribbean"
"Kidney",133,1,1,1,1,10,1,0,418,29,46,1.7,.62,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Thyroid",133,1,1,1,1,11,1,0,356,32,6030,.81,.644,"India",12,"South Central Asia"
"Hodgkin lymphoma",133,0,1,1,1,12,1,0,204,33,24,.68,.504,"Benin",5,"Western Africa"
"NHL",133,3,1,1,1,13,1,0,634,34,73,4.14,.875,"Qatar",13,"Western Asia"
"Mesothelioma",133,2,1,1,1,14,1,0,764,18,18,.03,.803,"Thailand",11,"South-Eastern Asia"
"Prostate",133,2,1,1,1,15,1,0,364,27,9793,21.82,.78,"Iran, Islamic Republic of",12,"South Central Asia"
"Kaposi sarcoma",133,3,1,2,3,16,1,0,703,19,3,.06,.855,"Slovakia",14,"Eastern Europe"
"Nasopharynx",133,2,1,2,3,17,1,0,170,4,116,.4,.758,"Colombia",8,"South America"
"Oesophagus",133,1,1,2,3,18,1,0,678,6,1,1.89,.613,"Sao Tome and Principe",2,"Middle Africa"
"Liver",133,3,1,2,3,19,1,0,203,11,656,5.51,.895,"Czechia",14,"Eastern Europe"
"Gallbladder",133,3,1,2,2,20,1,0,528,12,61,.26,.946,"The Netherlands",17,"Western Europe"
"Stomach",133,0,1,2,2,21,1,0,430,7,74,4.97,.487,"Liberia",5,"Western Africa"
"Hypopharynx",133,2,1,2,2,22,1,0,364,5,58,.12,.78,"Iran, Islamic Republic of",12,"South Central Asia"
"Penis",133,0,1,2,2,23,1,0,140,26,1,.12,.387,"Central African Republic",2,"Middle Africa"
"Larynx",133,0,1,2,2,24,1,0,646,14,68,1.97,.548,"Rwanda",1,"Eastern Africa"
"Lip, oral cavity",133,0,1,2,2,25,1,0,686,1,78,1.71,.517,"Senegal",5,"Western Africa"
"Oropharynx",133,0,1,2,2,26,1,0,408,3,69,.4,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Salivary glands",133,0,1,2,2,27,1,0,646,2,18,.42,.548,"Rwanda",1,"Eastern Africa"
"Bladder",134,0,1,1,1,1,1,0,706,30,115,3.19,.38,"Somalia",1,"Eastern Africa"
"Leukaemia",134,0,1,1,1,2,1,0,854,36,326,3.94,.438,"Burkina Faso",5,"Western Africa"
"Colorectum",134,2,1,1,1,3,1,0,144,8,1145,7.81,.78,"Sri Lanka",12,"South Central Asia"
"Pancreas",134,0,1,1,1,4,1,0,887,13,167,2.36,.424,"Yemen",13,"Western Asia"
"Testis",134,0,1,1,1,5,1,0,108,28,15,.44,.42,"Burundi",1,"Eastern Africa"
"Melanoma of skin",134,1,1,1,1,6,1,0,388,16,7,.4,.706,"Jamaica",6,"Caribbean"
"Lung",134,2,1,1,1,7,1,0,604,15,1443,6.87,.762,"Peru",8,"South America"
"Multiple myeloma",134,0,1,1,1,8,1,0,120,35,59,.91,.587,"Cameroon",2,"Middle Africa"
"Brain, CNS",134,1,1,1,1,9,1,0,516,31,17,1.66,.61,"Namibia",4,"Southern Africa"
"Kidney",134,0,1,1,1,10,1,0,626,29,8,1.66,.566,"Timor-Leste",11,"South-Eastern Asia"
"Thyroid",134,0,1,1,1,11,1,0,108,32,18,.8,.42,"Burundi",1,"Eastern Africa"
"Hodgkin lymphoma",134,0,1,1,1,12,1,0,140,33,13,.66,.387,"Central African Republic",2,"Middle Africa"
"NHL",134,0,1,1,1,13,1,0,768,34,132,4.14,.547,"Togo",5,"Western Africa"
"Mesothelioma",134,0,1,1,1,14,1,0,404,18,2,.02,.601,"Kenya",1,"Eastern Africa"
"Prostate",134,2,1,1,1,15,1,0,96,27,43,21.41,.823,"Brunei Darussalam",11,"South-Eastern Asia"
"Kaposi sarcoma",134,3,1,2,3,16,1,0,392,19,44,.05,.92,"Japan",10,"Eastern Asia"
"Nasopharynx",134,3,1,2,3,17,1,0,442,4,2,.4,.927,"Luxembourg",17,"Western Europe"
"Oesophagus",134,0,1,2,3,18,1,0,686,6,78,1.88,.517,"Senegal",5,"Western Africa"
"Liver",134,3,1,2,3,19,1,0,578,11,307,5.44,.966,"Norway",15,"Northern Europe"
"Gallbladder",134,3,1,2,2,20,1,0,784,12,8,.26,.937,"United Arab Emirates",13,"Western Asia"
"Stomach",134,0,1,2,2,21,1,0,706,7,184,4.91,.38,"Somalia",1,"Eastern Africa"
"Hypopharynx",134,0,1,2,2,22,1,0,894,5,3,.12,.569,"Zambia",1,"Eastern Africa"
"Penis",134,1,1,2,2,23,1,0,788,26,9,.12,.732,"Tunisia",3,"Northern Africa"
"Larynx",134,2,1,2,2,24,1,0,414,14,41,1.91,.847,"Kuwait",13,"Western Asia"
"Lip, oral cavity",134,1,1,2,2,25,1,0,400,1,66,1.7,.736,"Jordan",13,"Western Asia"
"Oropharynx",134,0,1,2,2,26,1,0,90,3,1,.39,.562,"Solomon Islands",19,"Melanesia"
"Salivary glands",134,2,1,2,2,27,1,0,214,2,22,.4,.766,"Dominican Republic",6,"Caribbean"
"Bladder",135,0,1,1,1,1,1,0,626,30,13,3.12,.566,"Timor-Leste",11,"South-Eastern Asia"
"Leukaemia",135,0,1,1,1,2,1,0,204,36,173,3.83,.504,"Benin",5,"Western Africa"
"Colorectum",135,0,1,1,1,3,1,0,426,8,51,7.79,.521,"Lesotho",4,"Southern Africa"
"Pancreas",135,3,1,1,1,4,1,0,682,13,412,2.34,.875,"Saudi Arabia",13,"Western Asia"
"Testis",135,0,1,1,1,5,1,0,646,28,23,.44,.548,"Rwanda",1,"Eastern Africa"
"Melanoma of skin",135,0,1,1,1,6,1,0,566,16,199,.4,.548,"Nigeria",5,"Western Africa"
"Lung",135,3,1,1,1,7,1,0,784,15,184,6.78,.937,"United Arab Emirates",13,"Western Asia"
"Multiple myeloma",135,1,1,1,1,8,1,0,222,35,27,.85,.674,"El Salvador",7,"Central America"
"Brain, CNS",135,1,1,1,1,9,1,0,320,31,114,1.64,.629,"Guatemala",7,"Central America"
"Kidney",135,0,1,1,1,10,1,0,768,29,46,1.65,.547,"Togo",5,"Western Africa"
"Thyroid",135,2,1,1,1,11,1,0,8,32,17,.79,.789,"Albania",16,"Southern Europe"
"Hodgkin lymphoma",135,0,1,1,1,12,1,0,384,33,79,.66,.534,"Côte d'Ivoire",5,"Western Africa"
"NHL",135,1,1,1,1,13,1,0,266,34,41,4.11,.693,"Gabon",2,"Middle Africa"
"Mesothelioma",135,0,1,1,1,14,1,0,562,18,2,.02,.394,"Niger",5,"Western Africa"
"Prostate",135,0,1,1,1,15,1,0,694,27,374,21.2,.458,"Sierra Leone",5,"Western Africa"
"Kaposi sarcoma",135,1,1,2,3,16,1,0,418,19,2,.05,.62,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Nasopharynx",135,0,1,2,3,17,1,0,598,4,15,.4,.568,"Papua New Guinea",19,"Melanesia"
"Oesophagus",135,0,1,2,3,18,1,0,231,6,569,1.86,.492,"Ethiopia",1,"Eastern Africa"
"Liver",135,3,1,2,3,19,1,0,32,11,1538,5.37,.849,"Argentina",8,"South America"
"Gallbladder",135,1,1,2,2,20,1,0,860,12,34,.25,.727,"Uzbekistan",12,"South Central Asia"
"Stomach",135,1,1,2,2,21,1,0,242,7,22,4.9,.729,"Fiji",19,"Melanesia"
"Hypopharynx",135,0,1,2,2,22,1,0,231,5,47,.11,.492,"Ethiopia",1,"Eastern Africa"
"Penis",135,0,1,2,2,23,1,0,120,26,9,.11,.587,"Cameroon",2,"Middle Africa"
"Larynx",135,0,1,2,2,24,1,0,384,14,130,1.85,.534,"Côte d'Ivoire",5,"Western Africa"
"Lip, oral cavity",135,0,1,2,2,25,1,0,288,1,164,1.69,.602,"Ghana",5,"Western Africa"
"Oropharynx",135,1,1,2,2,26,1,0,242,3,2,.39,.729,"Fiji",19,"Melanesia"
"Salivary glands",135,2,1,2,2,27,1,0,480,2,4,.39,.796,"Mauritius",1,"Eastern Africa"
"Bladder",136,0,1,1,1,1,1,0,262,30,13,3.08,.515,"Djibouti",1,"Eastern Africa"
"Leukaemia",136,0,1,1,1,2,1,0,4,36,669,3.77,.462,"Afghanistan",12,"South Central Asia"
"Colorectum",136,0,1,1,1,3,1,0,232,8,87,7.66,.493,"Eritrea",1,"Eastern Africa"
"Pancreas",136,0,1,1,1,4,1,0,598,13,65,2.32,.568,"Papua New Guinea",19,"Melanesia"
"Testis",136,1,1,1,1,5,1,0,50,28,404,.43,.67,"Bangladesh",12,"South Central Asia"
"Melanoma of skin",136,2,1,1,1,6,1,0,144,16,54,.39,.78,"Sri Lanka",12,"South Central Asia"
"Lung",136,2,1,1,1,7,1,0,218,15,664,6.62,.765,"Ecuador",8,"South America"
"Multiple myeloma",136,0,1,1,1,8,1,0,204,35,26,.83,.504,"Benin",5,"Western Africa"
"Brain, CNS",136,0,1,1,1,9,1,0,478,31,23,1.57,.54,"Mauritania",5,"Western Africa"
"Kidney",136,0,1,1,1,10,1,0,728,29,65,1.64,.381,"South Sudan",1,"Eastern Africa"
"Thyroid",136,0,1,1,1,11,1,0,180,32,162,.76,.481,"Congo, Democratic Republic of",2,"Middle Africa"
"Hodgkin lymphoma",136,1,1,1,1,12,1,0,704,33,335,.65,.726,"Viet Nam",11,"South-Eastern Asia"
"NHL",136,0,1,1,1,13,1,0,894,34,198,4.11,.569,"Zambia",1,"Eastern Africa"
"Mesothelioma",136,0,1,1,1,14,1,0,894,18,1,.02,.569,"Zambia",1,"Eastern Africa"
"Prostate",136,0,1,1,1,15,1,0,466,27,712,20.96,.41,"Mali",5,"Western Africa"
"Kaposi sarcoma",136,0,1,2,3,16,1,0,450,19,7,.05,.487,"Madagascar",1,"Eastern Africa"
"Nasopharynx",136,1,1,2,3,17,1,0,710,4,102,.4,.717,"South Africa",4,"Southern Africa"
"Oesophagus",136,0,1,2,3,18,1,0,288,6,201,1.86,.602,"Ghana",5,"Western Africa"
"Liver",136,0,1,2,3,19,1,0,232,11,56,5.36,.493,"Eritrea",1,"Eastern Africa"
"Gallbladder",136,0,1,2,2,20,1,0,140,12,2,.24,.387,"Central African Republic",2,"Middle Africa"
"Stomach",136,3,1,2,2,21,1,0,826,7,3872,4.9,.94,"United Kingdom",15,"Northern Europe"
"Hypopharynx",136,1,1,2,2,22,1,0,266,5,1,.11,.693,"Gabon",2,"Middle Africa"
"Penis",136,0,1,2,2,23,1,0,231,26,39,.11,.492,"Ethiopia",1,"Eastern Africa"
"Larynx",136,0,1,2,2,24,1,0,894,14,71,1.83,.569,"Zambia",1,"Eastern Africa"
"Lip, oral cavity",136,0,1,2,2,25,1,0,566,1,807,1.68,.548,"Nigeria",5,"Western Africa"
"Oropharynx",136,1,1,2,2,26,1,0,788,3,28,.39,.732,"Tunisia",3,"Northern Africa"
"Salivary glands",136,2,1,2,2,27,1,0,807,2,7,.39,.765,"North Macedonia",16,"Southern Europe"
"Bladder",137,1,1,1,1,1,1,0,548,30,3,3.04,.614,"Vanuatu",19,"Melanesia"
"Leukaemia",137,2,1,1,1,2,1,0,398,36,340,3.67,.802,"Kazakhstan",12,"South Central Asia"
"Colorectum",137,1,1,1,1,3,1,0,762,8,230,7.66,.679,"Tajikistan",12,"South Central Asia"
"Pancreas",137,0,1,1,1,4,1,0,4,13,211,2.25,.462,"Afghanistan",12,"South Central Asia"
"Testis",137,1,1,1,1,5,1,0,762,28,22,.43,.679,"Tajikistan",12,"South Central Asia"
"Melanoma of skin",137,2,1,1,1,6,1,0,160,16,4402,.37,.788,"China",10,"Eastern Asia"
"Lung",137,1,1,1,1,7,1,0,64,15,26,6.53,.681,"Bhutan",12,"South Central Asia"
"Multiple myeloma",137,0,1,1,1,8,1,0,646,35,32,.82,.548,"Rwanda",1,"Eastern Africa"
"Brain, CNS",137,0,1,1,1,9,1,0,524,31,193,1.52,.601,"Nepal",12,"South Central Asia"
"Kidney",137,0,1,1,1,10,1,0,800,29,253,1.64,.55,"Uganda",1,"Eastern Africa"
"Thyroid",137,0,1,1,1,11,1,0,140,32,8,.75,.387,"Central African Republic",2,"Middle Africa"
"Hodgkin lymphoma",137,0,1,1,1,12,1,0,478,33,14,.64,.54,"Mauritania",5,"Western Africa"
"NHL",137,2,1,1,1,13,1,0,160,34,45478,4.06,.788,"China",10,"Eastern Asia"
"Mesothelioma",137,0,1,1,1,14,1,0,116,18,1,.01,.6,"Cambodia",11,"South-Eastern Asia"
"Prostate",137,1,1,1,1,15,1,0,548,27,20,19.44,.614,"Vanuatu",19,"Melanesia"
"Kaposi sarcoma",137,0,1,2,3,16,1,0,104,19,11,.04,.608,"Myanmar",11,"South-Eastern Asia"
"Nasopharynx",137,1,1,2,3,17,1,0,600,4,12,.39,.731,"Paraguay",8,"South America"
"Oesophagus",137,0,1,2,3,18,1,0,562,6,113,1.78,.394,"Niger",5,"Western Africa"
"Liver",137,2,1,2,3,19,1,0,218,11,528,5.33,.765,"Ecuador",8,"South America"
"Gallbladder",137,3,1,2,2,20,1,0,578,12,15,.24,.966,"Norway",15,"Northern Europe"
"Stomach",137,3,1,2,2,21,1,0,442,7,25,4.75,.927,"Luxembourg",17,"Western Europe"
"Hypopharynx",137,0,1,2,2,22,1,0,332,5,4,.11,.552,"Haiti",6,"Caribbean"
"Penis",137,0,1,2,2,23,1,0,232,26,1,.11,.493,"Eritrea",1,"Eastern Africa"
"Larynx",137,0,1,2,2,24,1,0,728,14,53,1.82,.381,"South Sudan",1,"Eastern Africa"
"Lip, oral cavity",137,0,1,2,2,25,1,0,646,1,62,1.68,.548,"Rwanda",1,"Eastern Africa"
"Oropharynx",137,3,1,2,2,26,1,0,792,3,186,.39,.855,"Türkiye",13,"Western Asia"
"Salivary glands",137,0,1,2,2,27,1,0,408,2,60,.38,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Bladder",138,0,1,1,1,1,1,0,24,30,209,3.03,.591,"Angola",2,"Middle Africa"
"Leukaemia",138,1,1,1,1,2,1,0,328,36,14,3.58,.742,"Guyana",8,"South America"
"Colorectum",138,0,1,1,1,3,1,0,384,8,571,7.57,.534,"Côte d'Ivoire",5,"Western Africa"
"Pancreas",138,0,1,1,1,4,1,0,384,13,161,2.25,.534,"Côte d'Ivoire",5,"Western Africa"
"Testis",138,0,1,1,1,5,1,0,288,28,58,.42,.602,"Ghana",5,"Western Africa"
"Melanoma of skin",138,0,1,1,1,6,1,0,231,16,120,.35,.492,"Ethiopia",1,"Eastern Africa"
"Lung",138,1,1,1,1,7,1,0,72,15,46,6.46,.708,"Botswana",4,"Southern Africa"
"Multiple myeloma",138,1,1,1,1,8,1,0,548,35,1,.81,.614,"Vanuatu",19,"Melanesia"
"Brain, CNS",138,0,1,1,1,9,1,0,729,31,267,1.51,.516,"Sudan",3,"Northern Africa"
"Kidney",138,0,1,1,1,10,1,0,288,29,194,1.63,.602,"Ghana",5,"Western Africa"
"Thyroid",138,1,1,1,1,11,1,0,328,32,3,.74,.742,"Guyana",8,"South America"
"Hodgkin lymphoma",138,1,1,1,1,12,1,0,608,33,335,.64,.71,"Philippines",11,"South-Eastern Asia"
"NHL",138,0,1,1,1,13,1,0,430,34,83,4.02,.487,"Liberia",5,"Western Africa"
"Mesothelioma",138,0,1,1,1,14,1,0,324,18,1,.01,.471,"Guinea",5,"Western Africa"
"Prostate",138,0,1,1,1,15,1,0,706,27,623,18.49,.38,"Somalia",1,"Eastern Africa"
"Kaposi sarcoma",138,3,1,2,3,16,1,0,705,19,1,.04,.926,"Slovenia",16,"Southern Europe"
"Nasopharynx",138,3,1,2,3,17,1,0,826,4,199,.39,.94,"United Kingdom",15,"Northern Europe"
"Oesophagus",138,2,1,2,3,18,1,0,458,6,312,1.74,.807,"Malaysia",11,"South-Eastern Asia"
"Liver",138,1,1,2,3,19,1,0,516,11,40,5.33,.61,"Namibia",4,"Southern Africa"
"Gallbladder",138,3,1,2,2,20,1,0,48,12,2,.21,.888,"Bahrain",13,"Western Asia"
"Stomach",138,3,1,2,2,21,1,0,752,7,530,4.6,.952,"Sweden",15,"Northern Europe"
"Hypopharynx",138,0,1,2,2,22,1,0,384,5,10,.11,.534,"Côte d'Ivoire",5,"Western Africa"
"Penis",138,0,1,2,2,23,1,0,450,26,9,.11,.487,"Madagascar",1,"Eastern Africa"
"Larynx",138,3,1,2,2,24,1,0,784,14,48,1.76,.937,"United Arab Emirates",13,"Western Asia"
"Lip, oral cavity",138,2,1,2,2,25,1,0,214,1,95,1.66,.766,"Dominican Republic",6,"Caribbean"
"Oropharynx",138,0,1,2,2,26,1,0,180,3,88,.38,.481,"Congo, Democratic Republic of",2,"Middle Africa"
"Salivary glands",138,2,1,2,2,27,1,0,364,2,173,.37,.78,"Iran, Islamic Republic of",12,"South Central Asia"
"Bladder",139,0,1,1,1,1,1,0,729,30,405,3.03,.516,"Sudan",3,"Northern Africa"
"Leukaemia",139,1,1,1,1,2,1,0,84,36,7,3.56,.7,"Belize",7,"Central America"
"Colorectum",139,1,1,1,1,3,1,0,340,8,280,7.48,.624,"Honduras",7,"Central America"
"Pancreas",139,0,1,1,1,4,1,0,120,13,136,2.12,.587,"Cameroon",2,"Middle Africa"
"Testis",139,2,1,1,1,5,1,0,160,28,3486,.41,.788,"China",10,"Eastern Asia"
"Melanoma of skin",139,0,1,1,1,6,1,0,104,16,76,.34,.608,"Myanmar",11,"South-Eastern Asia"
"Lung",139,1,1,1,1,7,1,0,328,15,26,6.43,.742,"Guyana",8,"South America"
"Multiple myeloma",139,1,1,1,1,8,1,0,748,35,3,.79,.61,"Eswatini",4,"Southern Africa"
"Brain, CNS",139,0,1,1,1,9,1,0,562,31,132,1.5,.394,"Niger",5,"Western Africa"
"Kidney",139,0,1,1,1,10,1,0,104,29,372,1.62,.608,"Myanmar",11,"South-Eastern Asia"
"Thyroid",139,1,1,1,1,11,1,0,496,32,11,.72,.741,"Mongolia",10,"Eastern Asia"
"Hodgkin lymphoma",139,0,1,1,1,12,1,0,686,33,48,.63,.517,"Senegal",5,"Western Africa"
"NHL",139,2,1,1,1,13,1,0,52,34,10,3.99,.809,"Barbados",6,"Caribbean"
"Mesothelioma",139,0,1,1,1,14,1,0,686,18,1,.01,.517,"Senegal",5,"Western Africa"
"Prostate",139,0,1,1,1,15,1,0,760,27,1115,17.55,.557,"Syrian Arab Republic",13,"Western Asia"
"Kaposi sarcoma",139,2,1,2,3,16,1,0,160,19,366,.03,.788,"China",10,"Eastern Asia"
"Nasopharynx",139,2,1,2,3,17,1,0,144,4,52,.38,.78,"Sri Lanka",12,"South Central Asia"
"Oesophagus",139,2,1,2,3,18,1,0,434,6,44,1.71,.746,"Libya",3,"Northern Africa"
"Liver",139,2,1,2,3,19,1,0,858,11,139,5.24,.83,"Uruguay",8,"South America"
"Gallbladder",139,0,1,2,2,20,1,0,148,12,3,.21,.394,"Chad",2,"Middle Africa"
"Stomach",139,1,1,2,2,21,1,0,788,7,331,4.55,.732,"Tunisia",3,"Northern Africa"
"Hypopharynx",139,0,1,2,2,22,1,0,686,5,5,.11,.517,"Senegal",5,"Western Africa"
"Penis",139,0,1,2,2,23,1,0,466,26,6,.11,.41,"Mali",5,"Western Africa"
"Larynx",139,3,1,2,2,24,1,0,246,14,106,1.71,.942,"Finland",15,"Northern Europe"
"Lip, oral cavity",139,0,1,2,2,25,1,0,262,1,7,1.66,.515,"Djibouti",1,"Eastern Africa"
"Oropharynx",139,1,1,2,2,26,1,0,504,3,77,.37,.698,"Morocco",3,"Northern Africa"
"Salivary glands",139,0,1,2,2,27,1,0,404,2,55,.37,.601,"Kenya",1,"Eastern Africa"
"Bladder",140,0,1,1,1,1,1,0,478,30,38,3,.54,"Mauritania",5,"Western Africa"
"Leukaemia",140,1,1,1,1,2,1,0,882,36,3,3.52,.702,"Samoa",21,"Polynesia"
"Colorectum",140,3,1,1,1,3,1,0,634,8,121,7.29,.875,"Qatar",13,"Western Asia"
"Pancreas",140,0,1,1,1,4,1,0,24,13,198,2.08,.591,"Angola",2,"Middle Africa"
"Testis",140,0,1,1,1,5,1,0,148,28,21,.4,.394,"Chad",2,"Middle Africa"
"Melanoma of skin",140,1,1,1,1,6,1,0,50,16,240,.33,.67,"Bangladesh",12,"South Central Asia"
"Lung",140,3,1,1,1,7,1,0,634,15,77,6.05,.875,"Qatar",13,"Western Asia"
"Multiple myeloma",140,3,1,1,1,8,1,0,48,35,5,.75,.888,"Bahrain",13,"Western Asia"
"Brain, CNS",140,0,1,1,1,9,1,0,706,31,76,1.48,.38,"Somalia",1,"Eastern Africa"
"Kidney",140,1,1,1,1,10,1,0,356,29,11094,1.58,.644,"India",12,"South Central Asia"
"Thyroid",140,0,1,1,1,11,1,0,894,32,21,.69,.569,"Zambia",1,"Eastern Africa"
"Hodgkin lymphoma",140,1,1,1,1,12,1,0,360,33,912,.62,.713,"Indonesia",11,"South-Eastern Asia"
"NHL",140,2,1,1,1,13,1,0,70,34,113,3.95,.779,"Bosnia Herzegovina",16,"Southern Europe"
"Mesothelioma",140,0,1,1,1,14,1,0,24,18,0,0,.591,"Angola",2,"Middle Africa"
"Prostate",140,1,1,1,1,15,1,0,275,27,218,17.45,.716,"Gaza Strip and West Bank",13,"Western Asia"
"Kaposi sarcoma",140,3,1,2,3,16,1,0,348,19,3,.03,.851,"Hungary",14,"Eastern Europe"
"Nasopharynx",140,0,1,2,3,17,1,0,686,4,18,.37,.517,"Senegal",5,"Western Africa"
"Oesophagus",140,2,1,2,3,18,1,0,807,6,30,1.7,.765,"North Macedonia",16,"Southern Europe"
"Liver",140,3,1,2,3,19,1,0,474,11,21,5.22,.859,"France, Martinique",6,"Caribbean"
"Gallbladder",140,3,1,2,2,20,1,0,56,12,26,.2,.942,"Belgium",17,"Western Europe"
"Stomach",140,0,1,2,2,21,1,0,384,7,331,4.52,.534,"Côte d'Ivoire",5,"Western Africa"
"Hypopharynx",140,0,1,2,2,22,1,0,24,5,5,.1,.591,"Angola",2,"Middle Africa"
"Penis",140,3,1,2,2,23,1,0,784,26,3,.11,.937,"United Arab Emirates",13,"Western Asia"
"Larynx",140,2,1,2,2,24,1,0,316,14,2,1.71,.844,"Guam",20,"Micronesia"
