cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Bladder",2,3,1,1,1,1,1,0,300,30,4257,32.23,.826,"Greece",16,"Southern Europe"
"NHL",2,3,1,1,1,2,1,0,376,34,987,17.44,.873,"Israel",13,"Western Asia"
"Mesothelioma",2,3,1,1,1,3,1,0,36,18,777,2.8,.907,"Australia",18,"Australia/New Zealand"
"Prostate",2,2,1,1,1,4,1,0,440,27,3208,135.04,.785,"Lithuania",15,"Northern Europe"
"Brain, CNS",2,2,1,1,1,5,1,0,8,31,194,9.8,.684,"Albania",16,"Southern Europe"
"Colorectum",2,2,1,1,1,6,1,0,191,8,2498,55.94,.774,"Croatia",16,"Southern Europe"
"Kidney",2,2,1,1,1,7,1,0,858,29,512,20.47,.749,"Uruguay",8,"South America"
"Leukaemia",2,3,1,1,1,8,1,0,124,36,5090,14.31,.877,"Canada",9,"Northern America"
"Pancreas",2,2,1,1,1,9,1,0,858,13,362,12.99,.749,"Uruguay",8,"South America"
"Testis",2,3,1,1,1,10,1,0,705,28,126,13.01,.85,"Slovenia",16,"Southern Europe"
"Lung",2,3,1,1,1,11,1,0,348,15,5706,64.36,.788,"Hungary",14,"Eastern Europe"
"Multiple myeloma",2,3,1,1,1,12,1,0,124,35,2780,6.44,.877,"Canada",9,"Northern America"
"Hodgkin lymphoma",2,3,1,1,1,13,1,0,380,33,1223,3.89,.85,"Italy",16,"Southern Europe"
"Thyroid",2,3,1,1,1,14,1,0,196,32,97,12.03,.819,"Cyprus",16,"Southern Europe"
"Melanoma of skin",2,3,1,1,1,15,1,0,554,16,1547,35.05,.888,"New Zealand",18,"Australia/New Zealand"
"Hypopharynx",2,3,1,1,1,16,1,0,348,5,486,6.37,.788,"Hungary",14,"Eastern Europe"
"Oropharynx",2,2,1,1,1,17,1,0,642,3,1365,8.97,.731,"Romania",14,"Eastern Europe"
"Larynx",2,1,1,1,1,18,1,0,498,14,330,12.22,.663,"Moldova",14,"Eastern Europe"
"Lip, oral cavity",2,1,1,1,1,19,1,0,356,1,107812,14.67,.506,"India",12,"South Central Asia"
"Kaposi sarcoma",2,0,1,2,3,20,1,0,894,19,1534,20.61,.441,"Zambia",1,"Eastern Africa"
"Penis",2,1,1,2,3,21,1,0,72,26,34,3.9,.579,"Botswana",4,"Southern Africa"
"Oesophagus",2,1,1,2,3,22,1,0,50,6,16578,20.59,.492,"Bangladesh",12,"South Central Asia"
"Liver",2,1,1,2,3,23,1,0,818,11,17759,42.99,.622,"Egypt",3,"Northern Africa"
"Nasopharynx",2,1,1,2,3,24,1,0,360,4,14497,9.6,.615,"Indonesia",11,"South-Eastern Asia"
"Gallbladder",2,2,1,2,2,25,1,0,152,12,606,3.85,.769,"Chile",8,"South America"
"Stomach",2,3,1,2,2,26,1,0,392,7,84071,40.89,.864,"Japan",10,"Eastern Asia"
"Salivary glands",2,0,1,2,2,27,1,0,768,2,46,1.86,.433,"Togo",5,"Western Africa"
"Bladder",3,3,1,1,1,1,1,0,380,30,27211,30.4,.85,"Italy",16,"Southern Europe"
"NHL",3,3,1,1,1,2,1,0,208,34,985,16.65,.89,"Denmark",15,"Northern Europe"
"Mesothelioma",3,3,1,1,1,3,1,0,528,18,565,2.36,.885,"The Netherlands",17,"Western Europe"
"Prostate",3,3,1,1,1,4,1,0,474,27,610,134.25,.859,"France, Martinique",6,"Caribbean"
"Brain, CNS",3,2,1,1,1,5,1,0,807,31,164,9.67,.688,"North Macedonia",16,"Southern Europe"
"Colorectum",3,3,1,1,1,6,1,0,208,8,3791,55.07,.89,"Denmark",15,"Northern Europe"
"Kidney",3,2,1,1,1,7,1,0,428,29,293,19.24,.767,"Latvia",15,"Northern Europe"
"Leukaemia",3,3,1,1,1,8,1,0,840,36,37425,13.64,.891,"United States of America",9,"Northern America"
"Pancreas",3,3,1,1,1,9,1,0,392,13,23609,12.4,.864,"Japan",10,"Eastern Asia"
"Testis",3,3,1,1,1,10,1,0,348,28,554,11.37,.788,"Hungary",14,"Eastern Europe"
"Lung",3,2,1,1,1,11,1,0,688,15,4669,59.6,.726,"Serbia",16,"Southern Europe"
"Multiple myeloma",3,3,1,1,1,12,1,0,312,35,29,6.32,.842,"France, Guadeloupe",6,"Caribbean"
"Hodgkin lymphoma",3,3,1,1,1,13,1,0,250,33,1213,3.66,.852,"France (metropolitan)",17,"Western Europe"
"Thyroid",3,3,1,1,1,14,1,0,410,32,2935,7.57,.837,"Korea, Republic of",10,"Eastern Asia"
"Melanoma of skin",3,3,1,1,1,15,1,0,578,16,1622,30.04,.917,"Norway",15,"Northern Europe"
"Hypopharynx",3,2,1,1,1,16,1,0,703,5,249,5.74,.773,"Slovakia",14,"Eastern Europe"
"Oropharynx",3,1,1,1,1,17,1,0,498,3,199,7.34,.663,"Moldova",14,"Eastern Europe"
"Larynx",3,2,1,1,1,18,1,0,642,14,1679,10.31,.731,"Romania",14,"Eastern Europe"
"Lip, oral cavity",3,2,1,1,1,19,1,0,144,1,1990,14.04,.703,"Sri Lanka",12,"South Central Asia"
"Kaposi sarcoma",3,0,1,2,3,20,1,0,508,19,2616,20.43,.327,"Mozambique",1,"Eastern Africa"
"Penis",3,2,1,2,3,21,1,0,662,26,5,3.67,.693,"Saint Lucia",6,"Caribbean"
"Oesophagus",3,1,1,2,3,22,1,0,496,6,220,19.7,.608,"Mongolia",10,"Eastern Asia"
"Liver",3,0,1,2,3,23,1,0,116,11,2394,39.4,.457,"Cambodia",11,"South-Eastern Asia"
"Nasopharynx",3,2,1,2,3,24,1,0,458,4,1634,8.86,.723,"Malaysia",11,"South-Eastern Asia"
"Gallbladder",3,3,1,2,2,25,1,0,410,12,1604,2.93,.837,"Korea, Republic of",10,"Eastern Asia"
"Stomach",3,3,1,2,2,26,1,0,410,7,19662,38.37,.837,"Korea, Republic of",10,"Eastern Asia"
"Salivary glands",3,0,1,2,2,27,1,0,120,2,120,1.55,.458,"Cameroon",2,"Middle Africa"
"Bladder",4,3,1,1,1,1,1,0,528,30,5759,26.35,.885,"The Netherlands",17,"Western Europe"
"NHL",4,3,1,1,1,2,1,0,528,34,2656,15.09,.885,"The Netherlands",17,"Western Europe"
"Mesothelioma",4,2,1,1,1,3,1,0,191,18,90,1.94,.774,"Croatia",16,"Southern Europe"
"Prostate",4,3,1,1,1,4,1,0,578,27,6276,109.9,.917,"Norway",15,"Northern Europe"
"Brain, CNS",4,3,1,1,1,5,1,0,352,31,25,9.25,.881,"Iceland",15,"Northern Europe"
"Colorectum",4,3,1,1,1,6,1,0,620,8,6092,50.79,.799,"Portugal",16,"Southern Europe"
"Kidney",4,3,1,1,1,7,1,0,203,29,2012,19.04,.821,"Czechia",14,"Eastern Europe"
"Leukaemia",4,3,1,1,1,8,1,0,196,36,128,12.94,.819,"Cyprus",16,"Southern Europe"
"Pancreas",4,3,1,1,1,9,1,0,348,13,1137,12.39,.788,"Hungary",14,"Eastern Europe"
"Testis",4,3,1,1,1,10,1,0,578,28,341,11.34,.917,"Norway",15,"Northern Europe"
"Lung",4,2,1,1,1,11,1,0,70,15,1862,59.51,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Multiple myeloma",4,2,1,1,1,12,1,0,52,35,15,6.07,.774,"Barbados",6,"Caribbean"
"Hodgkin lymphoma",4,3,1,1,1,13,1,0,620,33,189,3.59,.799,"Portugal",16,"Southern Europe"
"Thyroid",4,3,1,1,1,14,1,0,348,32,379,6.76,.788,"Hungary",14,"Eastern Europe"
"Melanoma of skin",4,3,1,1,1,15,1,0,208,16,1463,26.85,.89,"Denmark",15,"Northern Europe"
"Hypopharynx",4,2,1,1,1,16,1,0,112,5,368,5.45,.699,"Belarus",14,"Eastern Europe"
"Oropharynx",4,2,1,1,1,17,1,0,112,3,443,6.61,.699,"Belarus",14,"Eastern Europe"
"Larynx",4,2,1,1,1,18,1,0,268,14,285,9.84,.699,"Georgia",13,"Western Asia"
"Lip, oral cavity",4,1,1,1,1,19,1,0,50,1,10785,13.61,.492,"Bangladesh",12,"South Central Asia"
"Kaposi sarcoma",4,0,1,2,3,20,1,0,454,19,1298,16.48,.357,"Malawi",1,"Eastern Africa"
"Penis",4,1,1,2,3,21,1,0,600,26,120,3.38,.662,"Paraguay",8,"South America"
"Oesophagus",4,0,1,2,3,22,1,0,800,6,1483,18.53,.427,"Uganda",1,"Eastern Africa"
"Liver",4,0,1,2,3,23,1,0,418,11,972,36.5,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Nasopharynx",4,3,1,2,3,24,1,0,96,4,22,8.65,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Gallbladder",4,0,1,2,2,25,1,0,524,12,345,2.91,.464,"Nepal",12,"South Central Asia"
"Stomach",4,1,1,2,2,26,1,0,417,7,640,26.51,.63,"Kyrgyzstan",12,"South Central Asia"
"Salivary glands",4,1,1,2,2,27,1,0,516,2,11,1.45,.541,"Namibia",4,"Southern Africa"
"Bladder",5,1,1,1,1,1,1,0,818,30,10416,26.07,.622,"Egypt",3,"Northern Africa"
"NHL",5,3,1,1,1,2,1,0,840,34,43470,14.85,.891,"United States of America",9,"Northern America"
"Mesothelioma",5,3,1,1,1,3,1,0,56,18,269,1.92,.886,"Belgium",17,"Western Europe"
"Prostate",5,3,1,1,1,4,1,0,752,27,11732,104.27,.908,"Sweden",15,"Northern Europe"
"Brain, CNS",5,2,1,1,1,5,1,0,440,31,161,8.57,.785,"Lithuania",15,"Northern Europe"
"Colorectum",5,3,1,1,1,6,1,0,528,8,10090,50.13,.885,"The Netherlands",17,"Western Europe"
"Kidney",5,2,1,1,1,7,1,0,440,29,403,17.87,.785,"Lithuania",15,"Northern Europe"
"Leukaemia",5,3,1,1,1,8,1,0,250,36,7502,12.63,.852,"France (metropolitan)",17,"Western Europe"
"Pancreas",5,2,1,1,1,9,1,0,428,13,209,12.02,.767,"Latvia",15,"Northern Europe"
"Testis",5,2,1,1,1,10,1,0,191,28,221,11.33,.774,"Croatia",16,"Southern Europe"
"Lung",5,3,1,1,1,11,1,0,540,15,115,59.25,.852,"New Caledonia",19,"Melanesia"
"Multiple myeloma",5,3,1,1,1,12,1,0,208,35,384,5.7,.89,"Denmark",15,"Northern Europe"
"Hodgkin lymphoma",5,3,1,1,1,13,1,0,372,33,107,3.57,.881,"Ireland",15,"Northern Europe"
"Thyroid",5,3,1,1,1,14,1,0,470,32,23,6.7,.804,"Malta",16,"Southern Europe"
"Melanoma of skin",5,3,1,1,1,15,1,0,752,16,2697,26.79,.908,"Sweden",15,"Northern Europe"
"Hypopharynx",5,2,1,1,1,16,1,0,440,5,115,5.2,.785,"Lithuania",15,"Northern Europe"
"Oropharynx",5,3,1,1,1,17,1,0,348,3,498,6.49,.788,"Hungary",14,"Eastern Europe"
"Larynx",5,2,1,1,1,18,1,0,112,14,678,9.82,.699,"Belarus",14,"Eastern Europe"
"Lip, oral cavity",5,0,1,1,1,19,1,0,586,1,10745,12.07,.462,"Pakistan",12,"South Central Asia"
"Kaposi sarcoma",5,0,1,2,3,20,1,0,800,19,2689,15.46,.427,"Uganda",1,"Eastern Africa"
"Penis",5,0,1,2,3,21,1,0,800,26,316,3.08,.427,"Uganda",1,"Eastern Africa"
"Oesophagus",5,0,1,2,3,22,1,0,834,6,2479,18.26,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Liver",5,1,1,2,3,23,1,0,704,11,18952,34.89,.602,"Viet Nam",11,"South-Eastern Asia"
"Nasopharynx",5,3,1,2,3,24,1,0,702,4,417,7.96,.833,"Singapore",11,"South-Eastern Asia"
"Gallbladder",5,1,1,2,2,25,1,0,50,12,2225,2.83,.492,"Bangladesh",12,"South Central Asia"
"Stomach",5,1,1,2,2,26,1,0,31,7,1426,26.28,.651,"Azerbaijan",13,"Western Asia"
"Salivary glands",5,3,1,2,2,27,1,0,348,2,113,1.29,.788,"Hungary",14,"Eastern Europe"
"Bladder",6,3,1,1,1,1,1,0,208,30,1835,25.81,.89,"Denmark",15,"Northern Europe"
"NHL",6,3,1,1,1,2,1,0,36,34,3357,14.67,.907,"Australia",18,"Australia/New Zealand"
"Mesothelioma",6,3,1,1,1,3,1,0,756,18,203,1.89,.899,"Switzerland",17,"Western Europe"
"Prostate",6,2,1,1,1,4,1,0,52,27,263,100.45,.774,"Barbados",6,"Caribbean"
"Brain, CNS",6,2,1,1,1,5,1,0,268,31,219,8.49,.699,"Georgia",13,"Western Asia"
"Colorectum",6,2,1,1,1,6,1,0,703,8,2483,49.59,.773,"Slovakia",14,"Eastern Europe"
"Kidney",6,3,1,1,1,7,1,0,840,29,46549,17.17,.891,"United States of America",9,"Northern America"
"Leukaemia",6,3,1,1,1,8,1,0,208,36,704,12.5,.89,"Denmark",15,"Northern Europe"
"Pancreas",6,3,1,1,1,9,1,0,250,13,7911,11.13,.852,"France (metropolitan)",17,"Western Europe"
"Testis",6,3,1,1,1,10,1,0,442,28,39,10.51,.869,"Luxembourg",17,"Western Europe"
"Lung",6,2,1,1,1,11,1,0,499,15,310,58.77,.773,"Montenegro",16,"Southern Europe"
"Multiple myeloma",6,3,1,1,1,12,1,0,372,35,266,5.7,.881,"Ireland",15,"Northern Europe"
"Hodgkin lymphoma",6,3,1,1,1,13,1,0,470,33,11,3.49,.804,"Malta",16,"Southern Europe"
"Thyroid",6,3,1,1,1,14,1,0,376,32,333,6.68,.873,"Israel",13,"Western Asia"
"Melanoma of skin",6,3,1,1,1,15,1,0,528,16,4078,24.18,.885,"The Netherlands",17,"Western Europe"
"Hypopharynx",6,0,1,1,1,16,1,0,104,5,1247,4.86,.432,"Myanmar",11,"South-Eastern Asia"
"Oropharynx",6,2,1,1,1,17,1,0,192,3,642,6.46,.698,"Cuba",6,"Caribbean"
"Larynx",6,3,1,1,1,18,1,0,348,14,687,8.39,.788,"Hungary",14,"Eastern Europe"
"Lip, oral cavity",6,2,1,1,1,19,1,0,112,1,751,11.15,.699,"Belarus",14,"Eastern Europe"
"Kaposi sarcoma",6,0,1,2,3,20,1,0,716,19,672,13.61,.423,"Zimbabwe",1,"Eastern Africa"
"Penis",6,0,1,2,3,21,1,0,426,26,22,3.07,.446,"Lesotho",4,"Southern Africa"
"Oesophagus",6,0,1,2,3,22,1,0,716,6,423,14.8,.423,"Zimbabwe",1,"Eastern Africa"
"Liver",6,1,1,2,3,23,1,0,764,11,19139,34.35,.669,"Thailand",11,"South-Eastern Asia"
"Nasopharynx",6,1,1,2,3,24,1,0,626,4,34,7.22,.503,"Timor-Leste",11,"South-Eastern Asia"
"Gallbladder",6,1,1,2,2,25,1,0,408,12,417,2.67,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Stomach",6,2,1,2,2,26,1,0,112,7,1725,24.45,.699,"Belarus",14,"Eastern Europe"
"Salivary glands",6,2,1,2,2,27,1,0,428,2,22,1.26,.767,"Latvia",15,"Northern Europe"
"Bladder",7,3,1,1,1,1,1,0,348,30,2266,24.76,.788,"Hungary",14,"Eastern Europe"
"NHL",7,3,1,1,1,2,1,0,250,34,9717,14.47,.852,"France (metropolitan)",17,"Western Europe"
"Mesothelioma",7,3,1,1,1,3,1,0,554,18,102,1.77,.888,"New Zealand",18,"Australia/New Zealand"
"Prostate",7,3,1,1,1,4,1,0,372,27,4216,99.79,.881,"Ireland",15,"Northern Europe"
"Brain, CNS",7,3,1,1,1,5,1,0,578,31,357,8.27,.917,"Norway",15,"Northern Europe"
"Colorectum",7,3,1,1,1,6,1,0,578,8,2811,47.23,.917,"Norway",15,"Northern Europe"
"Kidney",7,2,1,1,1,7,1,0,643,29,16882,16.76,.734,"Russian Federation",14,"Eastern Europe"
"Leukaemia",7,3,1,1,1,8,1,0,233,36,128,12.42,.805,"Estonia",15,"Northern Europe"
"Pancreas",7,2,1,1,1,9,1,0,440,13,277,11.08,.785,"Lithuania",15,"Northern Europe"
"Testis",7,3,1,1,1,10,1,0,756,28,480,10.32,.899,"Switzerland",17,"Western Europe"
"Lung",7,3,1,1,1,11,1,0,258,15,111,57.39,.791,"French Polynesia",21,"Polynesia"
"Multiple myeloma",7,3,1,1,1,12,1,0,840,35,18255,5.7,.891,"United States of America",9,"Northern America"
"Hodgkin lymphoma",7,3,1,1,1,13,1,0,56,33,218,3.37,.886,"Belgium",17,"Western Europe"
"Thyroid",7,3,1,1,1,14,1,0,620,32,466,6.53,.799,"Portugal",16,"Southern Europe"
"Melanoma of skin",7,3,1,1,1,15,1,0,246,16,1161,19.96,.874,"Finland",15,"Northern Europe"
"Hypopharynx",7,2,1,1,1,16,1,0,642,5,730,4.74,.731,"Romania",14,"Eastern Europe"
"Oropharynx",7,3,1,1,1,17,1,0,638,3,41,6.43,.822,"France, La Réunion",1,"Eastern Africa"
"Larynx",7,3,1,1,1,18,1,0,616,14,2564,8.06,.804,"Poland",14,"Eastern Europe"
"Lip, oral cavity",7,2,1,1,1,19,1,0,703,1,486,11.05,.773,"Slovakia",14,"Eastern Europe"
"Kaposi sarcoma",7,1,1,2,3,20,1,0,72,19,134,11.6,.579,"Botswana",4,"Southern Africa"
"Penis",7,0,1,2,3,21,1,0,894,26,133,3,.441,"Zambia",1,"Eastern Africa"
"Oesophagus",7,0,1,2,3,22,1,0,404,6,1616,14.28,.465,"Kenya",1,"Eastern Africa"
"Liver",7,0,1,2,3,23,1,0,324,11,929,30.68,.356,"Guinea",5,"Western Africa"
"Nasopharynx",7,1,1,2,3,24,1,0,704,4,4003,7.11,.602,"Viet Nam",11,"South-Eastern Asia"
"Gallbladder",7,3,1,2,2,25,1,0,392,12,4487,1.88,.864,"Japan",10,"Eastern Asia"
"Stomach",7,1,1,2,2,26,1,0,364,7,10804,24.39,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Salivary glands",7,0,1,2,2,27,1,0,204,2,41,1.25,.438,"Benin",5,"Western Africa"
"Bladder",8,3,1,1,1,1,1,0,124,30,11129,24.24,.877,"Canada",9,"Northern America"
"NHL",8,3,1,1,1,2,1,0,380,34,8719,14.03,.85,"Italy",16,"Southern Europe"
"Mesothelioma",8,3,1,1,1,3,1,0,380,18,1658,1.76,.85,"Italy",16,"Southern Europe"
"Prostate",8,3,1,1,1,4,1,0,233,27,1174,98.77,.805,"Estonia",15,"Northern Europe"
"Brain, CNS",8,1,1,1,1,5,1,0,760,31,633,8.18,.607,"Syrian Arab Republic",13,"Western Asia"
"Colorectum",8,3,1,1,1,6,1,0,554,8,2255,46.12,.888,"New Zealand",18,"Australia/New Zealand"
"Kidney",8,2,1,1,1,7,1,0,703,29,766,16.62,.773,"Slovakia",14,"Eastern Europe"
"Leukaemia",8,3,1,1,1,8,1,0,528,36,1955,12.27,.885,"The Netherlands",17,"Western Europe"
"Pancreas",8,2,1,1,1,9,1,0,112,13,765,10.88,.699,"Belarus",14,"Eastern Europe"
"Testis",8,3,1,1,1,10,1,0,208,28,310,10.18,.89,"Denmark",15,"Northern Europe"
"Lung",8,2,1,1,1,11,1,0,51,15,1145,57.38,.682,"Armenia",13,"Western Asia"
"Multiple myeloma",8,3,1,1,1,12,1,0,578,35,318,5.39,.917,"Norway",15,"Northern Europe"
"Hodgkin lymphoma",8,3,1,1,1,13,1,0,756,33,163,3.36,.899,"Switzerland",17,"Western Europe"
"Thyroid",8,3,1,1,1,14,1,0,540,32,12,6.49,.852,"New Caledonia",19,"Melanesia"
"Melanoma of skin",8,3,1,1,1,15,1,0,840,16,60762,19.34,.891,"United States of America",9,"Northern America"
"Hypopharynx",8,3,1,1,1,16,1,0,638,5,28,4.38,.822,"France, La Réunion",1,"Eastern Africa"
"Oropharynx",8,3,1,1,1,17,1,0,312,3,17,6.07,.842,"France, Guadeloupe",6,"Caribbean"
"Larynx",8,2,1,1,1,18,1,0,688,14,582,7.96,.726,"Serbia",16,"Southern Europe"
"Lip, oral cavity",8,3,1,1,1,19,1,0,620,1,931,10.59,.799,"Portugal",16,"Southern Europe"
"Kaposi sarcoma",8,0,1,2,3,20,1,0,748,19,61,11.41,.442,"Eswatini",4,"Southern Africa"
"Penis",8,0,1,2,3,21,1,0,716,26,112,2.96,.423,"Zimbabwe",1,"Eastern Africa"
"Oesophagus",8,1,1,2,3,22,1,0,160,6,167472,13.09,.606,"China",10,"Eastern Asia"
"Liver",8,0,1,2,3,23,1,0,270,11,216,27.98,.415,"The Republic of the Gambia",5,"Western Africa"
"Nasopharynx",8,3,1,2,3,24,1,0,316,4,6,5.88,.844,"Guam",20,"Micronesia"
"Gallbladder",8,1,1,2,2,25,1,0,764,12,971,1.62,.669,"Thailand",11,"South-Eastern Asia"
"Stomach",8,1,1,2,2,26,1,0,762,7,701,24.16,.573,"Tajikistan",12,"South Central Asia"
"Salivary glands",8,3,1,2,2,27,1,0,124,2,471,1.17,.877,"Canada",9,"Northern America"
"Bladder",9,3,1,1,1,1,1,0,376,30,1515,23.97,.873,"Israel",13,"Western Asia"
"NHL",9,3,1,1,1,2,1,0,124,34,5208,13.96,.877,"Canada",9,"Northern America"
"Mesothelioma",9,3,1,1,1,3,1,0,470,18,12,1.73,.804,"Malta",16,"Southern Europe"
"Prostate",9,2,1,1,1,4,1,0,428,27,1662,97.3,.767,"Latvia",15,"Northern Europe"
"Brain, CNS",9,1,1,1,1,5,1,0,792,31,3907,8.13,.677,"Türkiye",13,"Western Asia"
"Colorectum",9,3,1,1,1,6,1,0,392,8,80435,45.45,.864,"Japan",10,"Eastern Asia"
"Kidney",9,3,1,1,1,7,1,0,578,29,789,15.72,.917,"Norway",15,"Northern Europe"
"Leukaemia",9,3,1,1,1,8,1,0,56,36,1186,11.61,.886,"Belgium",17,"Western Europe"
"Pancreas",9,2,1,1,1,9,1,0,703,13,519,10.78,.773,"Slovakia",14,"Eastern Europe"
"Testis",9,3,1,1,1,10,1,0,528,28,805,9.74,.885,"The Netherlands",17,"Western Europe"
"Lung",9,2,1,1,1,11,1,0,112,15,4006,56.48,.699,"Belarus",14,"Eastern Europe"
"Multiple myeloma",9,3,1,1,1,12,1,0,44,35,12,5.35,.8,"Bahamas",6,"Caribbean"
"Hodgkin lymphoma",9,3,1,1,1,13,1,0,826,33,1348,3.29,.881,"United Kingdom",15,"Northern Europe"
"Thyroid",9,3,1,1,1,14,1,0,124,32,1729,6.31,.877,"Canada",9,"Northern America"
"Melanoma of skin",9,3,1,1,1,15,1,0,372,16,815,18.44,.881,"Ireland",15,"Northern Europe"
"Hypopharynx",9,1,1,1,1,16,1,0,498,5,113,4.17,.663,"Moldova",14,"Eastern Europe"
"Oropharynx",9,3,1,1,1,17,1,0,208,3,325,6.03,.89,"Denmark",15,"Northern Europe"
"Larynx",9,2,1,1,1,18,1,0,440,14,178,7.93,.785,"Lithuania",15,"Northern Europe"
"Lip, oral cavity",9,2,1,1,1,19,1,0,642,1,1686,10.49,.731,"Romania",14,"Eastern Europe"
"Kaposi sarcoma",9,0,1,2,3,20,1,0,120,19,797,9.23,.458,"Cameroon",2,"Middle Africa"
"Penis",9,0,1,2,3,21,1,0,646,26,91,2.61,.366,"Rwanda",1,"Eastern Africa"
"Oesophagus",9,1,1,2,3,22,1,0,72,6,92,12.95,.579,"Botswana",4,"Southern Africa"
"Liver",9,3,1,2,3,23,1,0,316,11,29,26.11,.844,"Guam",20,"Micronesia"
"Nasopharynx",9,1,1,2,3,24,1,0,608,4,2539,5.17,.638,"Philippines",11,"South-Eastern Asia"
"Gallbladder",9,1,1,2,2,25,1,0,275,12,20,1.59,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Stomach",9,1,1,2,2,26,1,0,408,7,3467,22.06,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Salivary glands",9,0,1,2,2,27,1,0,90,2,3,1.16,.486,"Solomon Islands",19,"Melanesia"
"Bladder",10,3,1,1,1,1,1,0,196,30,263,23.68,.819,"Cyprus",16,"Southern Europe"
"NHL",10,3,1,1,1,2,1,0,620,34,1236,13.55,.799,"Portugal",16,"Southern Europe"
"Mesothelioma",10,3,1,1,1,3,1,0,208,18,123,1.63,.89,"Denmark",15,"Northern Europe"
"Prostate",10,3,1,1,1,4,1,0,630,27,2843,95.17,.865,"Puerto Rico",6,"Caribbean"
"Brain, CNS",10,2,1,1,1,5,1,0,100,31,434,7.95,.736,"Bulgaria",14,"Eastern Europe"
"Colorectum",10,3,1,1,1,6,1,0,724,8,23892,44.72,.837,"Spain",16,"Southern Europe"
"Kidney",10,3,1,1,1,7,1,0,348,29,1223,15.53,.788,"Hungary",14,"Eastern Europe"
"Leukaemia",10,3,1,1,1,8,1,0,578,36,558,11.57,.917,"Norway",15,"Northern Europe"
