cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Bladder",103,0,1,1,1,1,1,0,894,30,154,4.72,.441,"Zambia",1,"Eastern Africa"
"NHL",103,2,1,1,1,2,1,0,414,34,153,5.89,.78,"Kuwait",13,"Western Asia"
"Mesothelioma",103,0,1,1,1,3,1,0,332,18,4,.09,.446,"Haiti",6,"Caribbean"
"Prostate",103,2,1,1,1,4,1,0,218,27,3456,34.95,.684,"Ecuador",8,"South America"
"Brain, CNS",103,2,1,1,1,5,1,0,458,31,490,2.82,.723,"Malaysia",11,"South-Eastern Asia"
"Colorectum",103,1,1,1,1,6,1,0,788,8,939,12.91,.664,"Tunisia",3,"Northern Africa"
"Kidney",103,1,1,1,1,7,1,0,364,29,1303,2.85,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Leukaemia",103,0,1,1,1,8,1,0,418,36,184,5.42,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Pancreas",103,2,1,1,1,9,1,0,480,13,37,3.72,.692,"Mauritius",1,"Eastern Africa"
"Testis",103,1,1,1,1,10,1,0,608,28,422,.77,.638,"Philippines",11,"South-Eastern Asia"
"Lung",103,1,1,1,1,11,1,0,818,15,5599,13.93,.622,"Egypt",3,"Northern Africa"
"Multiple myeloma",103,1,1,1,1,12,1,0,818,35,588,1.4,.622,"Egypt",3,"Northern Africa"
"Hodgkin lymphoma",103,0,1,1,1,13,1,0,834,33,191,1.1,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Thyroid",103,1,1,1,1,14,1,0,764,32,722,1.4,.669,"Thailand",11,"South-Eastern Asia"
"Melanoma of skin",103,1,1,1,1,15,1,0,860,16,94,.69,.614,"Uzbekistan",12,"South Central Asia"
"Hypopharynx",103,2,1,1,1,16,1,0,8,5,9,.29,.684,"Albania",16,"Southern Europe"
"Oropharynx",103,2,1,1,1,17,1,0,807,3,13,.76,.688,"North Macedonia",16,"Southern Europe"
"Larynx",103,1,1,1,1,18,1,0,764,14,1523,2.64,.669,"Thailand",11,"South-Eastern Asia"
"Lip, oral cavity",103,0,1,1,1,19,1,0,729,1,335,2.37,.415,"Sudan",3,"Northern Africa"
"Kaposi sarcoma",103,0,1,2,3,20,1,0,562,19,14,.17,.273,"Niger",5,"Western Africa"
"Penis",103,3,1,2,3,21,1,0,840,26,1671,.53,.891,"United States of America",9,"Northern America"
"Oesophagus",103,2,1,2,3,22,1,0,388,6,56,2.83,.692,"Jamaica",6,"Caribbean"
"Liver",103,3,1,2,3,23,1,0,434,11,170,6.52,.79,"Libya",3,"Northern Africa"
"Nasopharynx",103,2,1,2,3,24,1,0,242,4,3,.57,.7,"Fiji",19,"Melanesia"
"Gallbladder",103,3,1,2,2,25,1,0,474,12,2,.41,.859,"France, Martinique",6,"Caribbean"
"Stomach",103,2,1,2,2,26,1,0,740,7,21,6.9,.682,"Suriname",8,"South America"
"Salivary glands",103,0,1,2,2,27,1,0,706,2,21,.54,.285,"Somalia",1,"Eastern Africa"
"Bladder",104,1,1,1,1,1,1,0,360,30,6212,4.71,.615,"Indonesia",11,"South-Eastern Asia"
"NHL",104,0,1,1,1,2,1,0,508,34,627,5.84,.327,"Mozambique",1,"Eastern Africa"
"Mesothelioma",104,0,1,1,1,3,1,0,430,18,1,.09,.437,"Liberia",5,"Western Africa"
"Prostate",104,2,1,1,1,4,1,0,268,27,1090,34.58,.699,"Georgia",13,"Western Asia"
"Brain, CNS",104,1,1,1,1,5,1,0,356,31,20401,2.81,.506,"India",12,"South Central Asia"
"Colorectum",104,2,1,1,1,6,1,0,8,8,313,12.49,.684,"Albania",16,"Southern Europe"
"Kidney",104,2,1,1,1,7,1,0,682,29,568,2.79,.748,"Saudi Arabia",13,"Western Asia"
"Leukaemia",104,2,1,1,1,8,1,0,662,36,7,5.42,.693,"Saint Lucia",6,"Caribbean"
"Pancreas",104,0,1,1,1,9,1,0,404,13,387,3.7,.465,"Kenya",1,"Eastern Africa"
"Testis",104,2,1,1,1,10,1,0,144,28,81,.73,.703,"Sri Lanka",12,"South Central Asia"
"Lung",104,0,1,1,1,11,1,0,598,15,384,13.63,.462,"Papua New Guinea",19,"Melanesia"
"Multiple myeloma",104,1,1,1,1,12,1,0,160,35,16803,1.36,.606,"China",10,"Eastern Asia"
"Hodgkin lymphoma",104,2,1,1,1,13,1,0,398,33,102,1.09,.714,"Kazakhstan",12,"South Central Asia"
"Thyroid",104,2,1,1,1,14,1,0,512,32,56,1.39,.714,"Oman",13,"Western Asia"
"Melanoma of skin",104,3,1,1,1,15,1,0,410,16,330,.67,.837,"Korea, Republic of",10,"Eastern Asia"
"Hypopharynx",104,2,1,1,1,16,1,0,152,5,45,.29,.769,"Chile",8,"South America"
"Oropharynx",104,0,1,1,1,17,1,0,108,3,20,.74,.311,"Burundi",1,"Eastern Africa"
"Larynx",104,1,1,1,1,18,1,0,170,14,803,2.59,.671,"Colombia",8,"South America"
"Lip, oral cavity",104,2,1,1,1,19,1,0,8,1,64,2.36,.684,"Albania",16,"Southern Europe"
"Kaposi sarcoma",104,0,1,2,3,20,1,0,598,19,8,.17,.462,"Papua New Guinea",19,"Melanesia"
"Penis",104,2,1,2,3,21,1,0,8,26,12,.51,.684,"Albania",16,"Southern Europe"
"Oesophagus",104,2,1,2,3,22,1,0,100,6,184,2.8,.736,"Bulgaria",14,"Eastern Europe"
"Liver",104,3,1,2,3,23,1,0,826,11,4920,6.52,.881,"United Kingdom",15,"Northern Europe"
"Nasopharynx",104,3,1,2,3,24,1,0,784,4,26,.57,.792,"United Arab Emirates",13,"Western Asia"
"Gallbladder",104,0,1,2,2,25,1,0,562,12,23,.41,.273,"Niger",5,"Western Africa"
"Stomach",104,0,1,2,2,26,1,0,887,7,521,6.9,.461,"Yemen",13,"Western Asia"
"Salivary glands",104,1,1,2,2,27,1,0,764,2,284,.54,.669,"Thailand",11,"South-Eastern Asia"
"Bladder",105,1,1,1,1,1,1,0,860,30,643,4.67,.614,"Uzbekistan",12,"South Central Asia"
"NHL",105,0,1,1,1,2,1,0,332,34,282,5.82,.446,"Haiti",6,"Caribbean"
"Mesothelioma",105,2,1,1,1,3,1,0,458,18,16,.09,.723,"Malaysia",11,"South-Eastern Asia"
"Prostate",105,1,1,1,1,4,1,0,498,27,985,34.55,.663,"Moldova",14,"Eastern Europe"
"Brain, CNS",105,3,1,1,1,5,1,0,392,31,2843,2.76,.864,"Japan",10,"Eastern Asia"
"Colorectum",105,2,1,1,1,6,1,0,484,8,8359,12.32,.718,"Mexico",7,"Central America"
"Kidney",105,1,1,1,1,7,1,0,762,29,98,2.78,.573,"Tajikistan",12,"South Central Asia"
"Leukaemia",105,0,1,1,1,8,1,0,231,36,2636,5.38,.315,"Ethiopia",1,"Eastern Africa"
"Pancreas",105,2,1,1,1,9,1,0,242,13,14,3.66,.7,"Fiji",19,"Melanesia"
"Testis",105,1,1,1,1,10,1,0,132,28,3,.72,.583,"Cape Verde",5,"Western Africa"
"Lung",105,1,1,1,1,11,1,0,860,15,1854,13.63,.614,"Uzbekistan",12,"South Central Asia"
"Multiple myeloma",105,0,1,1,1,12,1,0,729,35,183,1.35,.415,"Sudan",3,"Northern Africa"
"Hodgkin lymphoma",105,0,1,1,1,13,1,0,450,33,119,1.09,.464,"Madagascar",1,"Eastern Africa"
"Thyroid",105,1,1,1,1,14,1,0,222,32,39,1.38,.627,"El Salvador",7,"Central America"
"Melanoma of skin",105,1,1,1,1,15,1,0,788,16,48,.66,.664,"Tunisia",3,"Northern Africa"
"Hypopharynx",105,1,1,1,1,16,1,0,214,5,15,.29,.668,"Dominican Republic",6,"Caribbean"
"Oropharynx",105,3,1,1,1,17,1,0,196,3,6,.7,.819,"Cyprus",16,"Southern Europe"
"Larynx",105,0,1,1,1,18,1,0,404,14,322,2.57,.465,"Kenya",1,"Eastern Africa"
"Lip, oral cavity",105,1,1,1,1,19,1,0,608,1,1070,2.35,.638,"Philippines",11,"South-Eastern Asia"
"Kaposi sarcoma",105,1,1,2,3,20,1,0,818,19,71,.17,.622,"Egypt",3,"Northern Africa"
"Penis",105,3,1,2,3,21,1,0,36,26,127,.51,.907,"Australia",18,"Australia/New Zealand"
"Oesophagus",105,0,1,2,3,22,1,0,466,6,130,2.76,.334,"Mali",5,"Western Africa"
"Liver",105,1,1,2,3,23,1,0,275,11,91,6.44,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Nasopharynx",105,0,1,2,3,24,1,0,4,4,87,.56,.384,"Afghanistan",12,"South Central Asia"
"Gallbladder",105,2,1,2,2,25,1,0,862,12,63,.4,.692,"Venezuela",8,"South America"
"Stomach",105,1,1,2,2,26,1,0,504,7,1402,6.86,.551,"Morocco",3,"Northern Africa"
"Salivary glands",105,2,1,2,2,27,1,0,862,2,83,.54,.692,"Venezuela",8,"South America"
"Bladder",106,2,1,1,1,1,1,0,682,30,794,4.57,.748,"Saudi Arabia",13,"Western Asia"
"NHL",106,1,1,1,1,2,1,0,12,34,1293,5.67,.657,"Algeria",3,"Northern Africa"
"Mesothelioma",106,0,1,1,1,3,1,0,508,18,10,.09,.327,"Mozambique",1,"Eastern Africa"
"Prostate",106,1,1,1,1,4,1,0,68,27,1935,34.22,.637,"Bolivia",8,"South America"
"Brain, CNS",106,1,1,1,1,5,1,0,608,31,1349,2.68,.638,"Philippines",11,"South-Eastern Asia"
"Colorectum",106,2,1,1,1,6,1,0,242,8,48,12.31,.7,"Fiji",19,"Melanesia"
"Kidney",106,2,1,1,1,7,1,0,512,29,67,2.76,.714,"Oman",13,"Western Asia"
"Leukaemia",106,0,1,1,1,8,1,0,116,36,356,5.15,.457,"Cambodia",11,"South-Eastern Asia"
"Pancreas",106,0,1,1,1,9,1,0,466,13,151,3.61,.334,"Mali",5,"Western Africa"
"Testis",106,2,1,1,1,10,1,0,458,28,132,.72,.723,"Malaysia",11,"South-Eastern Asia"
"Lung",106,1,1,1,1,11,1,0,84,15,21,13.59,.651,"Belize",7,"Central America"
"Multiple myeloma",106,0,1,1,1,12,1,0,180,35,295,1.34,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Hodgkin lymphoma",106,0,1,1,1,13,1,0,232,33,17,1.05,.427,"Eritrea",1,"Eastern Africa"
"Thyroid",106,1,1,1,1,14,1,0,408,32,218,1.38,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Melanoma of skin",106,1,1,1,1,15,1,0,320,16,40,.64,.563,"Guatemala",7,"Central America"
"Hypopharynx",106,1,1,1,1,16,1,0,788,5,21,.29,.664,"Tunisia",3,"Northern Africa"
"Oropharynx",106,2,1,1,1,17,1,0,740,3,2,.69,.682,"Suriname",8,"South America"
"Larynx",106,3,1,1,1,18,1,0,554,14,114,2.52,.888,"New Zealand",18,"Australia/New Zealand"
"Lip, oral cavity",106,0,1,1,1,19,1,0,706,1,97,2.35,.285,"Somalia",1,"Eastern Africa"
"Kaposi sarcoma",106,3,1,2,3,20,1,0,36,19,34,.16,.907,"Australia",18,"Australia/New Zealand"
"Penis",106,1,1,2,3,21,1,0,160,26,5973,.49,.606,"China",10,"Eastern Asia"
"Oesophagus",106,0,1,2,3,22,1,0,748,6,8,2.72,.442,"Eswatini",4,"Southern Africa"
"Liver",106,0,1,2,3,23,1,0,894,11,267,6.44,.441,"Zambia",1,"Eastern Africa"
"Nasopharynx",106,3,1,2,3,24,1,0,48,4,5,.56,.795,"Bahrain",13,"Western Asia"
"Gallbladder",106,1,1,2,2,25,1,0,214,12,23,.39,.668,"Dominican Republic",6,"Caribbean"
"Stomach",106,0,1,2,2,26,1,0,108,7,163,6.84,.311,"Burundi",1,"Eastern Africa"
"Salivary glands",106,2,1,2,2,27,1,0,8,2,14,.53,.684,"Albania",16,"Southern Europe"
"Bladder",107,2,1,1,1,1,1,0,740,30,12,4.48,.682,"Suriname",8,"South America"
"NHL",107,1,1,1,1,2,1,0,608,34,2658,5.58,.638,"Philippines",11,"South-Eastern Asia"
"Mesothelioma",107,2,1,1,1,3,1,0,780,18,1,.09,.726,"Trinidad and Tobago",6,"Caribbean"
"Prostate",107,0,1,1,1,4,1,0,324,27,749,33.97,.356,"Guinea",5,"Western Africa"
"Brain, CNS",107,3,1,1,1,5,1,0,258,31,5,2.61,.791,"French Polynesia",21,"Polynesia"
"Colorectum",107,0,1,1,1,6,1,0,404,8,1492,12.3,.465,"Kenya",1,"Eastern Africa"
"Kidney",107,3,1,1,1,7,1,0,48,29,24,2.75,.795,"Bahrain",13,"Western Asia"
"Leukaemia",107,0,1,1,1,8,1,0,232,36,71,5.15,.427,"Eritrea",1,"Eastern Africa"
"Pancreas",107,0,1,1,1,9,1,0,332,13,153,3.57,.446,"Haiti",6,"Caribbean"
"Testis",107,0,1,1,1,10,1,0,586,28,860,.7,.462,"Pakistan",12,"South Central Asia"
"Lung",107,1,1,1,1,11,1,0,50,15,10033,13.45,.492,"Bangladesh",12,"South Central Asia"
"Multiple myeloma",107,2,1,1,1,12,1,0,70,35,44,1.33,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Hodgkin lymphoma",107,0,1,1,1,13,1,0,729,33,193,1.03,.415,"Sudan",3,"Northern Africa"
"Thyroid",107,0,1,1,1,14,1,0,887,32,131,1.36,.461,"Yemen",13,"Western Asia"
"Melanoma of skin",107,1,1,1,1,15,1,0,340,16,23,.63,.575,"Honduras",7,"Central America"
"Hypopharynx",107,2,1,1,1,16,1,0,32,5,73,.28,.781,"Argentina",8,"South America"
"Oropharynx",107,0,1,1,1,17,1,0,174,3,2,.68,.475,"Comoros",1,"Eastern Africa"
"Larynx",107,1,1,1,1,18,1,0,462,14,5,2.51,.63,"Maldives",12,"South Central Asia"
"Lip, oral cavity",107,3,1,1,1,19,1,0,410,1,1145,2.33,.837,"Korea, Republic of",10,"Eastern Asia"
"Kaposi sarcoma",107,2,1,2,3,20,1,0,191,19,8,.16,.774,"Croatia",16,"Southern Europe"
"Penis",107,3,1,2,3,21,1,0,756,26,50,.46,.899,"Switzerland",17,"Western Europe"
"Oesophagus",107,0,1,2,3,22,1,0,270,6,17,2.68,.415,"The Republic of the Gambia",5,"Western Africa"
"Liver",107,1,1,2,3,23,1,0,64,11,26,6.43,.52,"Bhutan",12,"South Central Asia"
"Nasopharynx",107,0,1,2,3,24,1,0,586,4,558,.56,.462,"Pakistan",12,"South Central Asia"
"Gallbladder",107,0,1,2,2,25,1,0,231,12,120,.38,.315,"Ethiopia",1,"Eastern Africa"
"Stomach",107,3,1,2,2,26,1,0,756,7,655,6.83,.899,"Switzerland",17,"Western Europe"
"Salivary glands",107,0,1,2,2,27,1,0,24,2,55,.53,.426,"Angola",2,"Middle Africa"
"Bladder",108,0,1,1,1,1,1,0,148,30,212,4.46,.307,"Chad",2,"Middle Africa"
"NHL",108,2,1,1,1,2,1,0,591,34,133,5.28,.744,"Panama",7,"Central America"
"Mesothelioma",108,0,1,1,1,3,1,0,4,18,11,.08,.384,"Afghanistan",12,"South Central Asia"
"Prostate",108,0,1,1,1,4,1,0,450,27,2160,33.39,.464,"Madagascar",1,"Eastern Africa"
"Brain, CNS",108,2,1,1,1,5,1,0,388,31,38,2.51,.692,"Jamaica",6,"Caribbean"
"Colorectum",108,2,1,1,1,6,1,0,218,8,1167,12.14,.684,"Ecuador",8,"South America"
"Kidney",108,0,1,1,1,7,1,0,231,29,1054,2.75,.315,"Ethiopia",1,"Eastern Africa"
"Leukaemia",108,1,1,1,1,8,1,0,160,36,46976,5.14,.606,"China",10,"Eastern Asia"
"Pancreas",108,3,1,1,1,9,1,0,96,13,8,3.53,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Testis",108,1,1,1,1,10,1,0,710,28,225,.7,.619,"South Africa",4,"Southern Africa"
"Lung",108,2,1,1,1,11,1,0,52,15,33,13.19,.774,"Barbados",6,"Caribbean"
"Multiple myeloma",108,3,1,1,1,12,1,0,784,35,45,1.33,.792,"United Arab Emirates",13,"Western Asia"
"Hodgkin lymphoma",108,1,1,1,1,13,1,0,222,33,35,1.01,.627,"El Salvador",7,"Central America"
"Thyroid",108,2,1,1,1,14,1,0,192,32,121,1.31,.698,"Cuba",6,"Caribbean"
"Melanoma of skin",108,0,1,1,1,15,1,0,466,16,29,.63,.334,"Mali",5,"Western Africa"
"Hypopharynx",108,1,1,1,1,16,1,0,170,5,91,.28,.671,"Colombia",8,"South America"
"Oropharynx",108,0,1,1,1,17,1,0,204,3,19,.66,.438,"Benin",5,"Western Africa"
"Larynx",108,0,1,1,1,18,1,0,768,14,52,2.49,.433,"Togo",5,"Western Africa"
"Lip, oral cavity",108,0,1,1,1,19,1,0,854,1,140,2.32,.303,"Burkina Faso",5,"Western Africa"
"Kaposi sarcoma",108,2,1,2,3,20,1,0,440,19,5,.16,.785,"Lithuania",15,"Northern Europe"
"Penis",108,0,1,2,3,21,1,0,404,26,51,.45,.465,"Kenya",1,"Eastern Africa"
"Oesophagus",108,2,1,2,3,22,1,0,688,6,203,2.66,.726,"Serbia",16,"Southern Europe"
"Liver",108,3,1,2,3,23,1,0,442,11,44,6.43,.869,"Luxembourg",17,"Western Europe"
"Nasopharynx",108,0,1,2,3,24,1,0,24,4,73,.55,.426,"Angola",2,"Middle Africa"
"Gallbladder",108,2,1,2,2,25,1,0,112,12,27,.37,.699,"Belarus",14,"Eastern Europe"
"Stomach",108,0,1,2,2,26,1,0,624,7,29,6.49,.403,"Guinea-Bissau",5,"Western Africa"
"Salivary glands",108,2,1,2,2,27,1,0,188,2,20,.53,.728,"Costa Rica",7,"Central America"
"Bladder",109,1,1,1,1,1,1,0,132,30,7,4.24,.583,"Cape Verde",5,"Western Africa"
"NHL",109,1,1,1,1,2,1,0,226,34,32,5.25,.546,"Equatorial Guinea",2,"Middle Africa"
"Mesothelioma",109,2,1,1,1,3,1,0,76,18,102,.08,.699,"Brazil",8,"South America"
"Prostate",109,0,1,1,1,4,1,0,174,27,68,33.18,.475,"Comoros",1,"Eastern Africa"
"Brain, CNS",109,2,1,1,1,5,1,0,780,31,19,2.46,.726,"Trinidad and Tobago",6,"Caribbean"
"Colorectum",109,0,1,1,1,6,1,0,104,8,2843,11.81,.432,"Myanmar",11,"South-Eastern Asia"
"Kidney",109,3,1,1,1,7,1,0,784,29,79,2.62,.792,"United Arab Emirates",13,"Western Asia"
"Leukaemia",109,2,1,1,1,8,1,0,144,36,607,5.03,.703,"Sri Lanka",12,"South Central Asia"
"Pancreas",109,1,1,1,1,9,1,0,504,13,729,3.52,.551,"Morocco",3,"Northern Africa"
"Testis",109,1,1,1,1,10,1,0,12,28,163,.68,.657,"Algeria",3,"Northern Africa"
"Lung",109,1,1,1,1,11,1,0,170,15,4178,13.12,.671,"Colombia",8,"South America"
"Multiple myeloma",109,1,1,1,1,12,1,0,72,35,10,1.32,.579,"Botswana",4,"Southern Africa"
"Hodgkin lymphoma",109,0,1,1,1,13,1,0,508,33,140,.99,.327,"Mozambique",1,"Eastern Africa"
"Thyroid",109,3,1,1,1,14,1,0,48,32,10,1.29,.795,"Bahrain",13,"Western Asia"
"Melanoma of skin",109,0,1,1,1,15,1,0,450,16,55,.62,.464,"Madagascar",1,"Eastern Africa"
"Hypopharynx",109,1,1,1,1,16,1,0,328,5,1,.28,.622,"Guyana",8,"South America"
"Oropharynx",109,0,1,1,1,17,1,0,748,3,2,.65,.442,"Eswatini",4,"Southern Africa"
"Larynx",109,1,1,1,1,18,1,0,132,14,5,2.45,.583,"Cape Verde",5,"Western Africa"
"Lip, oral cavity",109,2,1,1,1,19,1,0,807,1,41,2.28,.688,"North Macedonia",16,"Southern Europe"
"Kaposi sarcoma",109,2,1,2,3,20,1,0,8,19,4,.15,.684,"Albania",16,"Southern Europe"
"Penis",109,3,1,2,3,21,1,0,702,26,26,.45,.833,"Singapore",11,"South-Eastern Asia"
"Oesophagus",109,3,1,2,3,22,1,0,316,6,3,2.61,.844,"Guam",20,"Micronesia"
"Liver",109,3,1,2,3,23,1,0,752,11,669,6.36,.908,"Sweden",15,"Northern Europe"
"Nasopharynx",109,2,1,2,3,24,1,0,862,4,85,.55,.692,"Venezuela",8,"South America"
"Gallbladder",109,2,1,2,2,25,1,0,804,12,125,.37,.717,"Ukraine",14,"Eastern Europe"
"Stomach",109,3,1,2,2,26,1,0,124,7,2719,6.45,.877,"Canada",9,"Northern America"
"Salivary glands",109,0,1,2,2,27,1,0,384,2,55,.53,.426,"Côte d'Ivoire",5,"Western Africa"
"Bladder",110,1,1,1,1,1,1,0,600,30,150,4.24,.662,"Paraguay",8,"South America"
"NHL",110,0,1,1,1,2,1,0,404,34,866,5.18,.465,"Kenya",1,"Eastern Africa"
"Mesothelioma",110,2,1,1,1,3,1,0,188,18,3,.08,.728,"Costa Rica",7,"Central America"
"Prostate",110,3,1,1,1,4,1,0,702,27,2020,32.79,.833,"Singapore",11,"South-Eastern Asia"
"Brain, CNS",110,1,1,1,1,5,1,0,462,31,8,2.44,.63,"Maldives",12,"South Central Asia"
"Colorectum",110,3,1,1,1,6,1,0,784,8,346,11.26,.792,"United Arab Emirates",13,"Western Asia"
"Kidney",110,1,1,1,1,7,1,0,788,29,182,2.6,.664,"Tunisia",3,"Northern Africa"
"Leukaemia",110,2,1,1,1,8,1,0,388,36,86,5.03,.692,"Jamaica",6,"Caribbean"
"Pancreas",110,1,1,1,1,9,1,0,795,13,77,3.47,.666,"Turkmenistan",12,"South Central Asia"
"Testis",110,0,1,1,1,10,1,0,24,28,120,.68,.426,"Angola",2,"Middle Africa"
"Lung",110,3,1,1,1,11,1,0,44,15,30,13.06,.8,"Bahamas",6,"Caribbean"
"Multiple myeloma",110,2,1,1,1,12,1,0,242,35,6,1.29,.7,"Fiji",19,"Melanesia"
"Hodgkin lymphoma",110,0,1,1,1,13,1,0,332,33,47,.98,.446,"Haiti",6,"Caribbean"
"Thyroid",110,0,1,1,1,14,1,0,262,32,5,1.28,.375,"Djibouti",1,"Eastern Africa"
"Melanoma of skin",110,0,1,1,1,15,1,0,706,16,23,.61,.285,"Somalia",1,"Eastern Africa"
"Hypopharynx",110,0,1,1,1,16,1,0,728,5,8,.28,.41,"South Sudan",1,"Eastern Africa"
"Oropharynx",110,1,1,1,1,17,1,0,417,3,14,.64,.63,"Kyrgyzstan",12,"South Central Asia"
"Larynx",110,0,1,1,1,18,1,0,418,14,64,2.4,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Lip, oral cavity",110,2,1,1,1,19,1,0,740,1,7,2.26,.682,"Suriname",8,"South America"
"Kaposi sarcoma",110,1,1,2,3,20,1,0,764,19,60,.15,.669,"Thailand",11,"South-Eastern Asia"
"Penis",110,2,1,2,3,21,1,0,398,26,38,.42,.714,"Kazakhstan",12,"South Central Asia"
"Oesophagus",110,0,1,2,3,22,1,0,232,6,27,2.59,.427,"Eritrea",1,"Eastern Africa"
"Liver",110,2,1,2,3,23,1,0,100,11,436,6.32,.736,"Bulgaria",14,"Eastern Europe"
"Nasopharynx",110,3,1,2,3,24,1,0,250,4,242,.54,.852,"France (metropolitan)",17,"Western Europe"
"Gallbladder",110,2,1,2,2,25,1,0,484,12,251,.36,.718,"Mexico",7,"Central America"
"Stomach",110,0,1,2,2,26,1,0,324,7,183,6.43,.356,"Guinea",5,"Western Africa"
"Salivary glands",110,2,1,2,2,27,1,0,688,2,47,.53,.726,"Serbia",16,"Southern Europe"
"Bladder",111,1,1,1,1,1,1,0,417,30,93,4.2,.63,"Kyrgyzstan",12,"South Central Asia"
"NHL",111,0,1,1,1,2,1,0,116,34,330,5.15,.457,"Cambodia",11,"South-Eastern Asia"
"Mesothelioma",111,2,1,1,1,3,1,0,192,18,8,.08,.698,"Cuba",6,"Caribbean"
"Prostate",111,0,1,1,1,4,1,0,426,27,181,32.06,.446,"Lesotho",4,"Southern Africa"
"Brain, CNS",111,0,1,1,1,5,1,0,854,31,153,2.36,.303,"Burkina Faso",5,"Western Africa"
"Colorectum",111,2,1,1,1,6,1,0,414,8,261,11.1,.78,"Kuwait",13,"Western Asia"
"Kidney",111,2,1,1,1,7,1,0,740,29,8,2.59,.682,"Suriname",8,"South America"
"Leukaemia",111,3,1,1,1,8,1,0,784,36,176,5.02,.792,"United Arab Emirates",13,"Western Asia"
"Pancreas",111,2,1,1,1,9,1,0,591,13,93,3.46,.744,"Panama",7,"Central America"
"Testis",111,1,1,1,1,10,1,0,788,28,43,.68,.664,"Tunisia",3,"Northern Africa"
"Lung",111,0,1,1,1,11,1,0,524,15,1528,12.86,.464,"Nepal",12,"South Central Asia"
"Multiple myeloma",111,0,1,1,1,12,1,0,706,35,48,1.29,.285,"Somalia",1,"Eastern Africa"
"Hodgkin lymphoma",111,0,1,1,1,13,1,0,404,33,253,.98,.465,"Kenya",1,"Eastern Africa"
"Thyroid",111,0,1,1,1,14,1,0,706,32,57,1.26,.285,"Somalia",1,"Eastern Africa"
"Melanoma of skin",111,0,1,1,1,15,1,0,4,16,60,.6,.384,"Afghanistan",12,"South Central Asia"
"Hypopharynx",111,3,1,1,1,16,1,0,634,5,4,.26,.822,"Qatar",13,"Western Asia"
"Oropharynx",111,2,1,1,1,17,1,0,458,3,118,.64,.723,"Malaysia",11,"South-Eastern Asia"
"Larynx",111,3,1,1,1,18,1,0,48,14,13,2.35,.795,"Bahrain",13,"Western Asia"
"Lip, oral cavity",111,0,1,1,1,19,1,0,332,1,104,2.23,.446,"Haiti",6,"Caribbean"
"Kaposi sarcoma",111,3,1,2,3,20,1,0,276,19,104,.14,.89,"Germany",17,"Western Europe"
"Penis",111,2,1,2,3,21,1,0,52,26,1,.41,.774,"Barbados",6,"Caribbean"
"Oesophagus",111,2,1,2,3,22,1,0,70,6,77,2.5,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Liver",111,1,1,2,3,23,1,0,710,11,1473,6.31,.619,"South Africa",4,"Southern Africa"
"Nasopharynx",111,2,1,2,3,24,1,0,804,4,154,.54,.717,"Ukraine",14,"Eastern Europe"
"Gallbladder",111,3,1,2,2,25,1,0,196,12,4,.35,.819,"Cyprus",16,"Southern Europe"
"Stomach",111,1,1,2,2,26,1,0,760,7,439,6.36,.607,"Syrian Arab Republic",13,"Western Asia"
"Salivary glands",111,1,1,2,2,27,1,0,356,2,3773,.52,.506,"India",12,"South Central Asia"
"Bladder",112,3,1,1,1,1,1,0,474,30,21,4.2,.859,"France, Martinique",6,"Caribbean"
"NHL",112,1,1,1,1,2,1,0,364,34,2369,5.11,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Mesothelioma",112,1,1,1,1,3,1,0,364,18,38,.08,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Prostate",112,1,1,1,1,4,1,0,226,27,90,31.88,.546,"Equatorial Guinea",2,"Middle Africa"
"Brain, CNS",112,1,1,1,1,5,1,0,360,31,3309,2.34,.615,"Indonesia",11,"South-Eastern Asia"
"Colorectum",112,2,1,1,1,6,1,0,604,8,2248,10.89,.688,"Peru",8,"South America"
"Kidney",112,0,1,1,1,7,1,0,232,29,31,2.55,.427,"Eritrea",1,"Eastern Africa"
"Leukaemia",112,0,1,1,1,8,1,0,262,36,23,4.98,.375,"Djibouti",1,"Eastern Africa"
"Pancreas",112,1,1,1,1,9,1,0,764,13,2023,3.45,.669,"Thailand",11,"South-Eastern Asia"
"Testis",112,2,1,1,1,10,1,0,512,28,35,.67,.714,"Oman",13,"Western Asia"
"Lung",112,3,1,1,1,11,1,0,474,15,55,12.74,.859,"France, Martinique",6,"Caribbean"
"Multiple myeloma",112,0,1,1,1,12,1,0,728,35,38,1.28,.41,"South Sudan",1,"Eastern Africa"
"Hodgkin lymphoma",112,0,1,1,1,13,1,0,800,33,191,.97,.427,"Uganda",1,"Eastern Africa"
