CI5_volume	id_code	id_label	asr_m	asr_f	mf_ratio	vol_med	flag
11	207601799	Brazil, Jaú	0.26	0.71	0.366197183098592	1.35897435897436	female_heavy
11	504000899	Austria, Vorarlberg	0.49	1.41	0.347517730496454	1.35897435897436	female_heavy
11	215200399	Chile, Region of Antofagasta	0.33	1.2	0.275	1.35897435897436	female_heavy
12	538001599	Italy, Sassari	1.42	0.11	12.9090909090909	1.32283464566929	male_heavy
12	180000399	Uganda, Gulu	0.42	0.05	8.4	1.32283464566929	male_heavy
12	225009299	France, Guadeloupe	0.38	0.06	6.33333333333333	1.32283464566929	male_heavy
12	538005099	Italy, Aosta Valley	1.19	0.23	5.17391304347826	1.32283464566929	male_heavy
12	415601999	China, Yangzhong City	1.4	0.35	4	1.32283464566929	male_heavy
12	525001199	France, Territoire de Belfort	1.02	0.26	3.92307692307692	1.32283464566929	male_heavy
12	415616799	China, Jiayu County	2.86	0.79	3.62025316455696	1.32283464566929	male_heavy
12	415610499	China, Zhuanghe City	1.27	0.37	3.43243243243243	1.32283464566929	male_heavy
12	415625699	China, Yi'an District, Tongling City	2.8	0.83	3.37349397590361	1.32283464566929	male_heavy
12	527601299	Germany, Bremen	1.35	0.44	3.06818181818182	1.32283464566929	male_heavy
12	479200799	Turkey, Edirne	0.82	0.28	2.92857142857143	1.32283464566929	male_heavy
12	415626899	China, Yuzhong District, Chongqing City	1.2	0.42	2.85714285714286	1.32283464566929	male_heavy
12	409600099	Brunei Darussalam	0.76	0.27	2.81481481481482	1.32283464566929	male_heavy
12	572400599	Spain, Asturias	2.29	0.84	2.72619047619048	1.32283464566929	male_heavy
12	538001999	Italy, Trento	1.33	0.5	2.66	1.32283464566929	male_heavy
12	538005999	Italy, Naples Centre	0.84	1.28	0.65625	1.32283464566929	female_heavy
12	575601599	Switzerland, Berne Solothurn	0.51	0.78	0.653846153846154	1.32283464566929	female_heavy
12	476400599	Thailand, Lampang	0.59	0.91	0.648351648351648	1.32283464566929	female_heavy
12	415602399	China, Nanhu District, Jiaxing City	0.5	0.83	0.602409638554217	1.32283464566929	female_heavy
12	171000199	South Africa, Eastern Cape	0.25	0.42	0.595238095238095	1.32283464566929	female_heavy
12	207601399	Brazil, João Pessoa	0.96	1.72	0.558139534883721	1.32283464566929	female_heavy
12	525000799	France, Tarn	0.57	1.23	0.463414634146341	1.32283464566929	female_heavy
12	415610299	China, Yueyanglou District, Yueyang City	0.43	1.02	0.42156862745098	1.32283464566929	female_heavy
12	439201699	Japan, Akita Prefecture	0.18	0.5	0.36	1.32283464566929	female_heavy
