year,risk,cause,country_code,country_label,area_code,area_label,select,hdi,cause_num,rank
2003,8.123527,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2003,5.319315,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2004,15.86753,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2004,8.17075,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2004,5.055998,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2005,14.86012,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2005,7.56626,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2005,4.682968,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2006,14.72754,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2006,7.49993,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2006,4.431838,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2007,14.51591,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2007,7.609112,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2007,4.370713,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2008,13.95913,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2008,7.153618,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2008,4.063063,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2009,13.5982,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2009,6.909882,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2009,3.948034,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2010,13.29749,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2010,7.000371,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2010,3.809165,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2011,13.40934,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2011,7.145491,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2011,3.729915,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2012,12.91457,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2012,6.920159,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2012,3.543451,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2013,12.48484,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2013,6.740893,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2013,3.285756,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2014,12.38378,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2014,6.362849,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2014,3.460846,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2015,12.37915,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2015,6.618836,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2015,3.322688,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2016,12.22076,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2016,6.442069,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2016,3.372527,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2017,12.48472,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2017,6.488833,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2017,3.449893,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2018,11.88892,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2018,6.144182,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2018,3.285711,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2019,11.72628,"allncd",554,"New Zealand",18,"Australia/New Zealand",1,2,0,17
2019,6.028805,"cancer",554,"New Zealand",18,"Australia/New Zealand",1,2,1,17
2019,3.248387,"cvd",554,"New Zealand",18,"Australia/New Zealand",1,2,2,17
2000,16.55847,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2000,8.172523,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2000,5.408347,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2001,16.23662,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2001,8.068143,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2001,5.217449,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2002,16.19563,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2002,8.192947,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2002,5.0276,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2003,15.45606,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2003,7.839735,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2003,4.510803,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2004,14.74446,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2004,7.67835,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2004,4.281569,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2005,14.39243,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2005,7.598409,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2005,3.988511,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2006,14.09061,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2006,7.364336,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2006,3.786692,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2007,14.04208,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2007,7.453631,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2007,3.742998,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2008,13.82852,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2008,7.196967,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2008,3.644621,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2009,13.43466,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2009,7.038753,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2009,3.385508,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2010,13.39689,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2010,7.251036,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2010,3.253465,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2011,12.88064,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2011,6.903435,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2011,3.119104,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2012,12.77361,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2012,6.62804,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2012,3.143361,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2013,12.56368,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2013,6.758911,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2013,2.935181,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2014,11.91385,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2014,6.444612,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2014,2.652832,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2015,11.40372,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2015,6.068351,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2015,2.630616,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2016,11.52184,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2016,6.154991,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2016,2.422338,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2017,11.18691,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2017,5.935456,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2017,2.412582,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2018,10.91214,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2018,5.75526,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2018,2.320745,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2019,10.64538,"allncd",578,"Norway",15,"Northern Europe",1,2,0,14
2019,5.578739,"cancer",578,"Norway",15,"Northern Europe",1,2,1,14
2019,2.233779,"cvd",578,"Norway",15,"Northern Europe",1,2,2,14
2000,27.29523,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2000,6.342487,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2000,13.72892,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2001,28.08938,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2001,6.354536,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2001,14.21548,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2002,28.70837,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2002,6.455367,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2002,14.55324,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2003,28.40758,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2003,6.211208,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2003,14.3215,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2004,28.34206,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2004,6.186161,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2004,14.48846,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2005,28.40714,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2005,6.135297,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2005,14.63116,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2006,29.21239,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2006,6.111011,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2006,14.86406,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2007,28.74773,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2007,5.914779,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2007,14.87889,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2008,28.67058,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2008,5.94462,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2008,14.82238,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2009,28.76085,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2009,5.871478,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2009,15.29206,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2010,28.13565,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2010,5.784393,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2010,15.15104,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2011,27.89391,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2011,5.718869,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2011,15.15399,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2012,28.66946,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2012,5.83938,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2012,15.24229,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2013,28.63182,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2013,5.813974,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2013,15.22422,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2014,27.8397,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2014,5.623818,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2014,14.45525,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2015,28.51721,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2015,5.781098,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2015,14.88814,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2016,28.51358,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2016,5.762131,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2016,14.79066,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2017,28.52651,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2017,5.741701,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2017,14.69995,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2018,28.50091,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2018,5.721172,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2018,14.57722,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2019,28.48032,"allncd",608,"Philippines",11,"South-Eastern Asia",1,2,0,15
2019,5.698724,"cancer",608,"Philippines",11,"South-Eastern Asia",1,2,1,15
2019,14.45332,"cvd",608,"Philippines",11,"South-Eastern Asia",1,2,2,15
2000,28.81423,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2000,11.80548,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2000,14.2068,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2001,28.4478,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2001,11.66625,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2001,13.92941,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2002,27.78584,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2002,11.23786,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2002,13.37053,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2003,27.29118,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2003,11.20294,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2003,13.03031,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2004,26.45329,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2004,10.82411,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2004,12.55761,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2005,26.37179,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2005,10.91075,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2005,12.51606,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2006,25.75176,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2006,10.46346,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2006,12.29548,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2007,25.89092,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2007,10.5519,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2007,12.13757,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2008,24.92458,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2008,10.25773,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2008,11.34136,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2009,24.42232,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2009,10.18436,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2009,11.04266,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2010,23.79164,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2010,10.01359,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2010,10.57237,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2011,22.98744,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2011,10.03881,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2011,9.61041,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2012,22.51897,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2012,9.899913,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2012,8.75329,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2013,22.02724,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2013,10.07329,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2013,8.749348,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2014,21.5096,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2014,9.880649,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2014,8.185263,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2015,20.86114,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2015,9.742505,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2015,7.566704,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2016,20.2851,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2016,9.624026,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2016,7.093979,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2017,19.72018,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2017,9.500281,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2017,6.645505,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2018,19.17099,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2018,9.371638,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2018,6.221919,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2019,18.63233,"allncd",703,"Slovakia",14,"Eastern Europe",1,2,0,24
2019,9.238591,"cancer",703,"Slovakia",14,"Eastern Europe",1,2,1,24
2019,5.820178,"cvd",703,"Slovakia",14,"Eastern Europe",1,2,2,24
2000,38.3532,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2000,13.23809,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2000,22.77163,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2001,37.68725,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2001,12.75864,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2001,22.49841,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2002,38.01868,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2002,12.59066,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2002,22.92897,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2003,38.15274,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2003,12.35727,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2003,23.22325,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2004,38.93279,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2004,12.34809,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2004,23.89463,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2005,39.92222,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2005,12.36846,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2005,24.79937,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2006,38.31161,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2006,11.84301,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2006,23.64426,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2007,38.59056,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2007,12.02678,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2007,23.69586,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2008,38.14887,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2008,12.06884,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2008,23.22801,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2009,34.95953,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2009,11.32755,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2009,20.95726,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2010,33.59863,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2010,11.1252,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2010,19.99963,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2011,32.03882,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2011,10.83485,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2011,18.78711,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2012,31.86159,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2012,10.94442,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2012,18.56063,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2013,30.94407,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2013,10.6815,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2013,17.94185,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2014,31.44818,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2014,10.8753,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2014,18.19245,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2015,29.47112,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2015,10.0638,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2015,17.22523,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2016,29.30421,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2016,10.06542,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2016,17.05244,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2017,28.34365,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2017,9.634859,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2017,16.44687,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2018,29.45329,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2018,9.969889,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2018,17.14479,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2019,28.90328,"allncd",804,"Ukraine",14,"Eastern Europe",1,2,0,25
2019,9.744941,"cancer",804,"Ukraine",14,"Eastern Europe",1,2,1,25
2019,16.76,"cvd",804,"Ukraine",14,"Eastern Europe",1,2,2,25
2000,18.64736,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2000,8.587663,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2000,7.170615,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2001,18.48444,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2001,8.504792,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2001,6.843295,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2002,18.17942,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2002,8.440902,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2002,6.543104,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2003,17.8381,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2003,8.211568,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2003,6.224777,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2004,17.10316,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2004,8.06734,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2004,5.742544,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2005,16.73096,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2005,7.944631,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2005,5.41644,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2006,16.42924,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2006,7.913709,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2006,5.117602,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2007,16.18486,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2007,7.836244,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2007,4.8978,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2008,15.87193,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2008,7.685916,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2008,4.667477,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2009,15.25404,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2009,7.503907,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2009,4.365375,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2010,15.07283,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2010,7.343688,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2010,4.277844,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2011,14.53686,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2011,7.271572,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2011,3.84963,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2012,14.17925,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2012,7.1155,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2012,3.704149,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2013,14.10726,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2013,6.992569,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2013,3.666549,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2014,13.82691,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2014,6.851366,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2014,3.60693,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2015,13.9537,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2015,6.776325,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2015,3.654575,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2016,14.01108,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2016,6.745649,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2016,3.642659,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2017,13.35765,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2017,6.400802,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2017,3.454641,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2018,13.14377,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2018,6.240962,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
